Smax_mean,<S^2>_mean,c,dev_Smax_mean,dev_<S^2>_mean
0.006238,1.35162,0.141,6.19871e-05,0.000799624
0.006276,1.35508,0.142,6.31794e-05,0.000809481
0.006312,1.35865,0.143,6.51598e-05,0.000816963
0.006338,1.3622,0.144,6.4992e-05,0.000826183
0.006386,1.36575,0.145,6.61722e-05,0.000840414
0.006408,1.36918,0.146,6.63013e-05,0.000861857
0.006448,1.37259,0.147,6.70491e-05,0.000867099
0.006476,1.37613,0.148,6.68415e-05,0.000880998
0.00652,1.37942,0.149,6.79738e-05,0.00089082
0.006562,1.38295,0.15,6.80998e-05,0.000913307
0.006588,1.38666,0.151,6.84535e-05,0.000925252
0.006614,1.39024,0.152,6.99986e-05,0.000936239
0.006642,1.39383,0.153,7.05239e-05,0.000940498
0.006684,1.39735,0.154,7.07269e-05,0.000940226
0.006738,1.40107,0.155,7.18682e-05,0.000952946
0.00676,1.40475,0.156,7.18828e-05,0.000952666
0.006808,1.4083,0.157,7.36554e-05,0.000961026
0.006834,1.41218,0.158,7.39176e-05,0.000968032
0.006874,1.41592,0.159,7.42919e-05,0.000982688
0.00691,1.41967,0.16,7.42889e-05,0.000998027
0.006938,1.42342,0.161,7.41844e-05,0.00100681
0.006968,1.42728,0.162,7.45188e-05,0.00103025
0.006998,1.43125,0.163,7.5255e-05,0.0010384
0.007038,1.43491,0.164,7.53955e-05,0.00104639
0.007068,1.43881,0.165,7.53266e-05,0.00105992
0.00711,1.44278,0.166,7.57845e-05,0.00107903
0.007136,1.44665,0.167,7.58321e-05,0.00109581
0.007168,1.4507,0.168,7.71197e-05,0.00111317
0.007194,1.45459,0.169,7.73349e-05,0.00113066
0.00724,1.4582,0.17,7.80833e-05,0.00114207
0.00729,1.46203,0.171,8.03038e-05,0.00115479
0.007336,1.4659,0.172,8.03188e-05,0.00117596
0.007356,1.47,0.173,8.00459e-05,0.0011964
0.007402,1.47396,0.174,8.21602e-05,0.00120178
0.00746,1.47792,0.175,8.46116e-05,0.0012109
0.007536,1.48163,0.176,8.56041e-05,0.00122726
0.007572,1.486,0.177,8.56054e-05,0.00125405
0.00759,1.49028,0.178,8.64566e-05,0.0012695
0.007628,1.49471,0.179,8.66386e-05,0.00129391
0.00768,1.4989,0.18,8.72837e-05,0.00130339
0.00773,1.50314,0.181,8.77816e-05,0.00132656
0.007804,1.50728,0.182,9.0485e-05,0.00136756
0.007838,1.51144,0.183,9.05091e-05,0.00138946
0.007864,1.51572,0.184,9.10582e-05,0.00140513
0.00789,1.52003,0.185,9.11505e-05,0.00141467
0.007924,1.52453,0.186,9.23336e-05,0.00143454
0.00795,1.52897,0.187,9.23475e-05,0.0014519
0.007992,1.53324,0.188,9.92955e-05,0.00146377
0.00804,1.53773,0.189,9.96829e-05,0.00148651
0.008082,1.54181,0.19,0.000100013,0.00149635
0.008104,1.54608,0.191,9.98314e-05,0.00149607
0.008136,1.55039,0.192,0.000100395,0.00151917
0.008178,1.5547,0.193,0.000100323,0.00152893
0.00822,1.55916,0.194,0.000100575,0.0015487
0.008264,1.56412,0.195,0.00010104,0.00157223
0.008334,1.56857,0.196,0.000103277,0.00159754
0.008366,1.57299,0.197,0.000103332,0.0016054
0.008428,1.57725,0.198,0.000104227,0.00161842
0.008458,1.58217,0.199,0.000104874,0.00163841
0.008538,1.58678,0.2,0.00010541,0.00167447
0.008592,1.59133,0.201,0.000106253,0.00166971
0.008672,1.59622,0.202,0.000108519,0.00172513
0.008722,1.60092,0.203,0.000108559,0.00173251
0.008754,1.60539,0.204,0.000108159,0.00174111
0.008808,1.60986,0.205,0.000108544,0.00175213
0.00885,1.61447,0.206,0.000109173,0.00174944
0.00889,1.61931,0.207,0.000109269,0.00176523
0.008944,1.62421,0.208,0.000109772,0.00177214
0.008986,1.62891,0.209,0.000109817,0.00180646
0.009064,1.63359,0.21,0.000113002,0.00180316
0.009114,1.63893,0.211,0.000112549,0.00183077
0.009154,1.64355,0.212,0.000112952,0.00183924
0.00923,1.64873,0.213,0.000113083,0.00187339
0.009284,1.65378,0.214,0.000113386,0.00187437
0.009332,1.6584,0.215,0.000115057,0.00189159
0.009422,1.66325,0.216,0.000118202,0.001924
0.009484,1.66841,0.217,0.000119934,0.00194888
0.009574,1.67286,0.218,0.000124032,0.00197125
0.009608,1.67857,0.219,0.000123949,0.00201511
0.009652,1.6835,0.22,0.000124277,0.00201678
0.009738,1.68867,0.221,0.000125516,0.00208647
0.009816,1.69338,0.222,0.000128364,0.00210022
0.009874,1.69843,0.223,0.000129421,0.00212927
0.00993,1.70339,0.224,0.00013,0.00216299
0.009974,1.70832,0.225,0.000131076,0.00217952
0.010022,1.7135,0.226,0.000131749,0.002214
0.010072,1.71919,0.227,0.000132426,0.0022246
0.010146,1.72496,0.228,0.000135018,0.00228421
0.0102,1.73091,0.229,0.000135072,0.00234346
0.010266,1.73702,0.23,0.000135629,0.00236449
0.010332,1.7425,0.231,0.000136942,0.0024143
0.010388,1.74875,0.232,0.000137465,0.00247928
0.01044,1.75448,0.233,0.000137501,0.00249111
0.010508,1.76008,0.234,0.000138775,0.00249803
0.010586,1.76547,0.235,0.000139873,0.00251731
0.010632,1.77162,0.236,0.000140173,0.00258055
0.0107,1.77673,0.237,0.000139524,0.00259507
0.010732,1.78247,0.238,0.000139223,0.00259016
0.01078,1.78818,0.239,0.000139248,0.00263267
0.01085,1.79415,0.24,0.000145745,0.00264874
0.010914,1.79981,0.241,0.000146205,0.00268248
0.010992,1.80573,0.242,0.000148067,0.00271113
0.011028,1.81159,0.243,0.000148062,0.00272096
0.011096,1.81721,0.244,0.000152329,0.00277647
0.01115,1.82294,0.245,0.000154502,0.0027901
0.011214,1.82892,0.246,0.000155411,0.00282717
0.01127,1.83486,0.247,0.00015552,0.00284699
0.011314,1.84121,0.248,0.000156511,0.00292155
0.011354,1.84757,0.249,0.000156315,0.0029486
0.011424,1.85394,0.25,0.000157028,0.00295921
0.011508,1.85979,0.251,0.000161245,0.00296758
0.011578,1.86593,0.252,0.000165137,0.00301578
0.01166,1.87181,0.253,0.000164508,0.00305287
0.01173,1.87842,0.254,0.00016495,0.0030983
0.011798,1.88444,0.255,0.000165751,0.00310268
0.011854,1.891,0.256,0.000166038,0.00313234
0.011948,1.89774,0.257,0.0001658,0.00315285
0.011988,1.90533,0.258,0.000166755,0.00323191
0.012078,1.91127,0.259,0.000168596,0.00325774
0.01216,1.91788,0.26,0.000169913,0.00332608
0.012274,1.92429,0.261,0.000170998,0.00340195
0.012346,1.93057,0.262,0.000172534,0.00345241
0.012394,1.93713,0.263,0.000173256,0.00352756
0.012466,1.94365,0.264,0.000176249,0.00355144
0.012556,1.95046,0.265,0.000178116,0.00356785
0.012622,1.95777,0.266,0.000179172,0.00361666
0.012714,1.96501,0.267,0.000181379,0.0036657
0.012768,1.97167,0.268,0.000182908,0.00367213
0.012832,1.97916,0.269,0.000182544,0.00365424
0.01291,1.98603,0.27,0.000183191,0.00368403
0.013012,1.99235,0.271,0.000184488,0.00371505
0.013074,1.99903,0.272,0.00018525,0.00372956
0.013172,2.0062,0.273,0.000187988,0.00376098
0.013246,2.01366,0.274,0.000188707,0.00378005
0.013344,2.02018,0.275,0.000188389,0.0038126
0.013454,2.02725,0.276,0.000191104,0.00386536
0.01355,2.03424,0.277,0.000194016,0.00389473
0.013596,2.04107,0.278,0.000194085,0.00389641
0.013676,2.04756,0.279,0.000195003,0.00397216
0.01377,2.05495,0.28,0.000195547,0.00398038
0.013852,2.06309,0.281,0.000198764,0.00401172
0.013906,2.07155,0.282,0.000198719,0.00409278
0.013998,2.07864,0.283,0.000202757,0.00417461
0.014152,2.08533,0.284,0.000206143,0.00424202
0.01423,2.09273,0.285,0.000207172,0.00426097
0.014304,2.10109,0.286,0.000207647,0.00428807
0.014418,2.10806,0.287,0.000209777,0.00430721
0.014516,2.11547,0.288,0.000211236,0.00435649
0.01463,2.12263,0.289,0.000213235,0.00441656
0.014756,2.13062,0.29,0.000215773,0.0045075
0.01483,2.13858,0.291,0.00021611,0.0045506
0.014928,2.14713,0.292,0.000216341,0.00456518
0.015018,2.15507,0.293,0.000217241,0.00458198
0.01508,2.16296,0.294,0.000217388,0.00459533
0.01523,2.17066,0.295,0.000221133,0.00463463
0.015314,2.18011,0.296,0.000222373,0.00469598
0.015448,2.18839,0.297,0.000224221,0.00477231
0.015532,2.19586,0.298,0.000225423,0.00480991
0.01563,2.20593,0.299,0.000226665,0.00493242
0.01574,2.21391,0.3,0.000229666,0.00497146
0.015844,2.22197,0.301,0.000231054,0.0050129
0.015922,2.23071,0.302,0.000231107,0.005064
0.016034,2.23852,0.303,0.00023707,0.00506636
0.016154,2.24683,0.304,0.000239012,0.00516448
0.01627,2.25551,0.305,0.000239761,0.00529723
0.016322,2.2644,0.306,0.000239431,0.00532766
0.016456,2.27197,0.307,0.000245489,0.00533952
0.016578,2.27971,0.308,0.000245928,0.00538889
0.01671,2.28839,0.309,0.000247285,0.00546847
0.016854,2.29703,0.31,0.000248203,0.00556254
0.01701,2.30479,0.311,0.00025097,0.00559268
0.017104,2.31414,0.312,0.000253161,0.00568667
0.01716,2.32283,0.313,0.000253767,0.00575115
0.017238,2.33227,0.314,0.000253257,0.005837
0.017422,2.34084,0.315,0.000260553,0.00584274
0.01757,2.35063,0.316,0.000262458,0.00594256
0.017742,2.36001,0.317,0.000266663,0.00600915
0.017838,2.37038,0.318,0.000267519,0.00607796
0.01795,2.38031,0.319,0.000269191,0.00615284
0.01803,2.39088,0.32,0.00027083,0.00618785
0.018208,2.39932,0.321,0.00027918,0.00621373
0.018336,2.40854,0.322,0.000280963,0.00625526
0.018412,2.41902,0.323,0.0002819,0.00634068
0.018518,2.42957,0.324,0.000283655,0.0064301
0.018654,2.43923,0.325,0.000288088,0.00645989
0.018774,2.44925,0.326,0.00028981,0.00653576
0.018918,2.45996,0.327,0.000293794,0.00656685
0.018982,2.46989,0.328,0.000295137,0.00661574
0.019088,2.48144,0.329,0.000295172,0.00670191
0.01919,2.49189,0.33,0.000297194,0.00676847
0.019322,2.50229,0.331,0.000299386,0.00677007
0.019512,2.51249,0.332,0.000304034,0.00686835
0.019716,2.52283,0.333,0.000312413,0.0069498
0.019844,2.5344,0.334,0.000312517,0.00704394
0.02,2.54474,0.335,0.00031427,0.00707717
0.020092,2.55611,0.336,0.00031474,0.00711572
0.020218,2.56693,0.337,0.000317892,0.00738171
0.020328,2.57939,0.338,0.000320559,0.00744848
0.020478,2.59064,0.339,0.000322917,0.00756196
0.02061,2.60489,0.34,0.000324182,0.00773807
0.020738,2.6154,0.341,0.000328455,0.0078183
0.020884,2.62755,0.342,0.000331192,0.00789433
0.021016,2.63884,0.343,0.000335692,0.00791445
0.021184,2.65064,0.344,0.000339108,0.00802407
0.02133,2.66126,0.345,0.000338762,0.00811324
0.0215,2.67368,0.346,0.000340358,0.00828273
0.02169,2.68613,0.347,0.00034421,0.00842442
0.021794,2.69847,0.348,0.000350023,0.00850888
0.02196,2.71253,0.349,0.000354955,0.00863945
0.022074,2.72488,0.35,0.000357481,0.00887155
0.022162,2.73831,0.351,0.000358945,0.0089926
0.02236,2.75151,0.352,0.000362153,0.00930569
0.02254,2.76295,0.353,0.000370972,0.00933016
0.022666,2.77697,0.354,0.000371948,0.00943852
0.022806,2.79089,0.355,0.000376569,0.00966789
0.022978,2.80308,0.356,0.000382947,0.00978958
0.0231,2.81779,0.357,0.000389218,0.00986486
0.023396,2.83056,0.358,0.000396637,0.0100312
0.023524,2.84698,0.359,0.000399843,0.0101718
0.023706,2.86061,0.36,0.00040713,0.0103809
0.02395,2.87191,0.361,0.000408829,0.0104448
0.02406,2.88573,0.362,0.000409214,0.0105307
0.024188,2.89805,0.363,0.0004129,0.0107185
0.02437,2.91171,0.364,0.000415475,0.0107927
0.024504,2.92633,0.365,0.000417863,0.010836
0.024632,2.94153,0.366,0.000422049,0.0111409
0.024766,2.9558,0.367,0.000428118,0.0112223
0.02494,2.96838,0.368,0.000428804,0.0113813
0.025172,2.98207,0.369,0.000444973,0.0116362
0.025404,2.99542,0.37,0.000448486,0.0117091
0.025598,3.00988,0.371,0.000448512,0.0117929
0.025832,3.02513,0.372,0.000453001,0.0121253
0.025948,3.04288,0.373,0.000455616,0.0123516
0.026266,3.05435,0.374,0.000466074,0.0122975
0.0265,3.06821,0.375,0.000472316,0.0123525
0.026654,3.08325,0.376,0.000474653,0.0124558
0.026924,3.0958,0.377,0.000479533,0.0126037
0.027084,3.11126,0.378,0.000481166,0.012792
0.02734,3.12544,0.379,0.000484882,0.0130495
0.02753,3.13902,0.38,0.00048868,0.013164
0.027806,3.15238,0.381,0.000500702,0.0130479
0.02803,3.1671,0.382,0.000500263,0.0131314
0.028206,3.18261,0.383,0.000501204,0.0132892
0.028494,3.19731,0.384,0.000504993,0.013532
0.02873,3.21303,0.385,0.000513546,0.0136869
0.028872,3.23002,0.386,0.000512958,0.0138284
0.029044,3.24785,0.387,0.000515441,0.0142391
0.029262,3.26723,0.388,0.000517155,0.014348
0.029514,3.28085,0.389,0.000526328,0.0146303
0.029872,3.29265,0.39,0.000539954,0.0147115
0.03008,3.3095,0.391,0.000542557,0.014927
0.030286,3.32654,0.392,0.000547057,0.0150294
0.030612,3.34235,0.393,0.000554344,0.0153517
0.030794,3.35929,0.394,0.000554522,0.01553
0.03106,3.37599,0.395,0.000558599,0.0157621
0.031284,3.39215,0.396,0.000570496,0.0160611
0.031544,3.41075,0.397,0.000573797,0.0162998
0.031898,3.42764,0.398,0.00057908,0.0166553
0.032146,3.44662,0.399,0.00058562,0.0168115
0.032454,3.46468,0.4,0.000588657,0.0173751
0.032764,3.48061,0.401,0.000598676,0.0176261
0.03296,3.50109,0.402,0.000597514,0.0178009
0.033238,3.51842,0.403,0.000601477,0.0179599
0.033562,3.53808,0.404,0.000602237,0.018038
0.033786,3.55996,0.405,0.000602853,0.0181984
0.034122,3.57778,0.406,0.000610409,0.0184877
0.03431,3.60005,0.407,0.000614863,0.0187858
0.03468,3.61608,0.408,0.000628988,0.0187277
0.034954,3.63633,0.409,0.000639407,0.018926
0.035208,3.65266,0.41,0.000642485,0.0189592
0.035602,3.67272,0.411,0.000650382,0.0191755
0.035984,3.69186,0.412,0.000657553,0.0191773
0.03628,3.71241,0.413,0.000664348,0.0193789
0.036518,3.73338,0.414,0.000673765,0.0196359
0.036748,3.75444,0.415,0.000676044,0.0198351
0.037014,3.77739,0.416,0.00068619,0.0202497
0.037548,3.79297,0.417,0.000718186,0.0208797
0.03776,3.81244,0.418,0.000727532,0.0210345
0.03809,3.83573,0.419,0.000736381,0.0213143
0.038446,3.85466,0.42,0.000746314,0.0215236
0.038804,3.8771,0.421,0.000751892,0.0217956
0.038984,3.89659,0.422,0.000752364,0.0219069
0.039274,3.92413,0.423,0.000754129,0.0225167
0.0397,3.95164,0.424,0.000769303,0.0235759
0.040152,3.96728,0.425,0.000773811,0.0240196
0.040624,3.98523,0.426,0.000792923,0.0243116
0.041174,3.99745,0.427,0.000821733,0.0248187
0.041598,4.01582,0.428,0.000835534,0.025243
0.042076,4.03185,0.429,0.000839604,0.0253893
0.042498,4.05627,0.43,0.000848313,0.0255586
0.04291,4.08107,0.431,0.000855446,0.0260194
0.043294,4.10494,0.432,0.00086053,0.0264857
0.043708,4.12819,0.433,0.000876976,0.0268728
0.044056,4.1539,0.434,0.000879671,0.0272577
0.04463,4.16909,0.435,0.000898332,0.0269545
0.045162,4.19074,0.436,0.00091039,0.0272853
0.045654,4.20977,0.437,0.000919391,0.0275311
0.046352,4.23386,0.438,0.000930761,0.0281933
0.046662,4.26819,0.439,0.00093579,0.0288868
0.047274,4.28908,0.44,0.000952178,0.0295816
0.047658,4.31394,0.441,0.000957017,0.0298263
0.048102,4.34097,0.442,0.000974122,0.0301733
0.048576,4.3688,0.443,0.00098206,0.0308791
0.048962,4.39289,0.444,0.000987684,0.0311633
0.049422,4.4161,0.445,0.00100294,0.031588
0.049916,4.44059,0.446,0.00103586,0.0322012
0.050352,4.47112,0.447,0.00103741,0.0327596
0.051266,4.48686,0.448,0.00107578,0.033573
0.051788,4.51694,0.449,0.0010808,0.0339712
0.052244,4.54607,0.45,0.00108388,0.0346426
0.052712,4.56882,0.451,0.0011067,0.0350758
0.053184,4.60005,0.452,0.0011205,0.0359709
0.053594,4.62562,0.453,0.00113312,0.0364987
0.054146,4.65581,0.454,0.00114069,0.0370777
0.054764,4.68264,0.455,0.00115483,0.0379102
0.055732,4.69677,0.456,0.00118595,0.038263
0.05629,4.72981,0.457,0.00120909,0.0391351
0.05693,4.76633,0.458,0.0012199,0.0401888
0.05748,4.79828,0.459,0.00122718,0.0408239
0.058122,4.82802,0.46,0.0012429,0.041402
0.058768,4.85012,0.461,0.00126918,0.0420598
0.059176,4.87807,0.462,0.00128177,0.0422941
0.059758,4.91184,0.463,0.00129118,0.0431878
0.060362,4.94054,0.464,0.0013131,0.0440742
0.061348,4.95806,0.465,0.00133827,0.0450783
0.062176,4.96932,0.466,0.00136241,0.0450766
0.062946,5.00489,0.467,0.00137834,0.045854
0.063336,5.03832,0.468,0.00139367,0.046619
0.064026,5.06931,0.469,0.00141699,0.0475094
0.064622,5.10867,0.47,0.00141893,0.0483744
0.0651,5.14529,0.471,0.00142882,0.0492398
0.065808,5.18309,0.472,0.001435,0.0506482
0.066572,5.21482,0.473,0.00144035,0.0515053
0.067498,5.22759,0.474,0.00147633,0.0517737
0.06818,5.25455,0.475,0.00148606,0.0525064
0.068846,5.2851,0.476,0.00148516,0.0529335
0.06951,5.32441,0.477,0.00148984,0.0534112
0.070234,5.3601,0.478,0.00150415,0.0542065
0.070764,5.39509,0.479,0.0015225,0.0556802
0.071358,5.42728,0.48,0.00153397,0.056392
0.0721,5.46302,0.481,0.00154486,0.0573604
0.072902,5.50158,0.482,0.00156452,0.0589747
0.073508,5.54223,0.483,0.0015792,0.060262
0.07423,5.57774,0.484,0.00158792,0.0613506
0.075238,5.59446,0.485,0.00160674,0.0621848
0.076284,5.61647,0.486,0.00163994,0.062869
0.077444,5.64028,0.487,0.00165885,0.0645879
0.078288,5.67124,0.488,0.00167289,0.0655554
0.079276,5.69642,0.489,0.00168805,0.0665369
0.080022,5.73255,0.49,0.00169794,0.067756
0.080896,5.76006,0.491,0.00171473,0.0678473
0.081978,5.78873,0.492,0.00174972,0.070197
0.082458,5.83169,0.493,0.00176263,0.0711391
0.083196,5.87129,0.494,0.00178167,0.0727672
0.083808,5.91311,0.495,0.00178288,0.0736117
0.084864,5.94404,0.496,0.00180394,0.0748462
0.086278,5.95907,0.497,0.00184049,0.0763674
0.087438,5.97455,0.498,0.00187447,0.0765046
0.088496,6.00232,0.499,0.0018915,0.0782749
0.089376,6.04128,0.5,0.00191056,0.0799611
0.090694,6.06448,0.501,0.00194305,0.0815154
0.091938,6.08408,0.502,0.00196341,0.0829001
0.092946,6.12139,0.503,0.00199072,0.0854998
0.094258,6.12351,0.504,0.00202764,0.0853555
0.095478,6.14404,0.505,0.00202889,0.0860956
0.096648,6.17674,0.506,0.0020367,0.087718
0.098022,6.20592,0.507,0.00204796,0.0885693
0.09876,6.26551,0.508,0.00205856,0.0898635
0.100044,6.29438,0.509,0.00207746,0.0913047
0.101596,6.30727,0.51,0.00210072,0.0924583
0.10284,6.33858,0.511,0.00213522,0.0935782
0.10422,6.36247,0.512,0.00215166,0.0964399
0.106082,6.33466,0.513,0.00219614,0.0959336
0.107116,6.37515,0.514,0.00219493,0.0970896
0.10839,6.39435,0.515,0.0022122,0.0986419
0.110188,6.40868,0.516,0.00225759,0.100426
0.111398,6.43302,0.517,0.00227767,0.102237
0.112816,6.474,0.518,0.00229217,0.104324
0.113884,6.52984,0.519,0.00231046,0.10701
0.11523,6.5802,0.52,0.00233064,0.109846
