Smax_mean,<S^2>_mean,c,dev_Smax_mean,dev_<S^2>_mean
2.2385e-05,1.62844,0.1931,2.23008e-07,0.000134012
2.239e-05,1.62898,0.1932,2.23133e-07,0.000134543
2.2395e-05,1.62951,0.1933,2.2292e-07,0.000135525
2.2405e-05,1.63003,0.1934,2.23842e-07,0.000135795
2.2425e-05,1.63057,0.1935,2.23319e-07,0.000136251
2.246e-05,1.63111,0.1936,2.26492e-07,0.000136681
2.247e-05,1.63163,0.1937,2.2661e-07,0.000136848
2.2495e-05,1.63217,0.1938,2.25731e-07,0.00013663
2.252e-05,1.6327,0.1939,2.24835e-07,0.000137119
2.254e-05,1.63324,0.194,2.24374e-07,0.00013677
2.2555e-05,1.63377,0.1941,2.23797e-07,0.000137209
2.256e-05,1.63432,0.1942,2.23454e-07,0.000137973
2.256e-05,1.63485,0.1943,2.23454e-07,0.000137733
2.256e-05,1.63538,0.1944,2.23454e-07,0.000137751
2.262e-05,1.63591,0.1945,2.24343e-07,0.000137904
2.262e-05,1.63645,0.1946,2.24343e-07,0.000138443
2.2625e-05,1.63699,0.1947,2.24665e-07,0.000138629
2.264e-05,1.63753,0.1948,2.2462e-07,0.000138767
2.2665e-05,1.63807,0.1949,2.23638e-07,0.000139486
2.268e-05,1.63861,0.195,2.2358e-07,0.0001398
2.272e-05,1.63914,0.1951,2.25527e-07,0.000140169
2.273e-05,1.63967,0.1952,2.25588e-07,0.000140471
2.275e-05,1.6402,0.1953,2.23916e-07,0.000141095
2.2755e-05,1.64074,0.1954,2.2355e-07,0.000140876
2.2775e-05,1.64127,0.1955,2.22078e-07,0.000141256
2.2775e-05,1.64181,0.1956,2.22078e-07,0.000141149
2.2805e-05,1.64235,0.1957,2.22446e-07,0.000140705
2.283e-05,1.64289,0.1958,2.21247e-07,0.000140996
2.288e-05,1.64344,0.1959,2.22995e-07,0.00014096
2.289e-05,1.64399,0.196,2.22795e-07,0.000140705
2.292e-05,1.64453,0.1961,2.24544e-07,0.000141583
2.293e-05,1.64508,0.1962,2.25008e-07,0.000142172
2.2965e-05,1.64562,0.1963,2.26329e-07,0.000142769
2.3e-05,1.64616,0.1964,2.2562e-07,0.000143043
2.302e-05,1.6467,0.1965,2.29152e-07,0.000143832
2.3025e-05,1.64724,0.1966,2.29423e-07,0.000144123
2.303e-05,1.64778,0.1967,2.29475e-07,0.000144273
2.306e-05,1.64834,0.1968,2.28787e-07,0.000143986
2.307e-05,1.64889,0.1969,2.28553e-07,0.000144275
2.3125e-05,1.64942,0.197,2.3057e-07,0.000144364
2.3135e-05,1.64997,0.1971,2.30542e-07,0.000145052
2.314e-05,1.65052,0.1972,2.30582e-07,0.000144667
2.3145e-05,1.65107,0.1973,2.30729e-07,0.000145255
2.319e-05,1.6516,0.1974,2.29309e-07,0.000144775
2.3195e-05,1.65214,0.1975,2.29999e-07,0.000145395
2.3235e-05,1.65269,0.1976,2.28495e-07,0.000145698
2.324e-05,1.65324,0.1977,2.28084e-07,0.000146364
2.3245e-05,1.65379,0.1978,2.27892e-07,0.000147069
2.325e-05,1.65434,0.1979,2.27919e-07,0.000147188
2.325e-05,1.65488,0.198,2.27919e-07,0.000147658
2.327e-05,1.65542,0.1981,2.27805e-07,0.000147667
2.3365e-05,1.65598,0.1982,2.27636e-07,0.000147938
2.3385e-05,1.65652,0.1983,2.26917e-07,0.000148062
2.3385e-05,1.65708,0.1984,2.26917e-07,0.000148833
2.3395e-05,1.65763,0.1985,2.27936e-07,0.000149562
2.3415e-05,1.65818,0.1986,2.28308e-07,0.000149059
2.344e-05,1.65873,0.1987,2.28678e-07,0.000150333
2.345e-05,1.65927,0.1988,2.31637e-07,0.000151037
2.347e-05,1.65982,0.1989,2.3122e-07,0.000151571
2.3485e-05,1.66038,0.199,2.31445e-07,0.000151612
2.3515e-05,1.66093,0.1991,2.31228e-07,0.000152398
2.352e-05,1.66148,0.1992,2.30899e-07,0.000152384
2.352e-05,1.66203,0.1993,2.30899e-07,0.000152225
2.353e-05,1.66258,0.1994,2.30567e-07,0.00015236
2.3585e-05,1.66314,0.1995,2.37372e-07,0.000152653
2.359e-05,1.66369,0.1996,2.3768e-07,0.000152765
2.36e-05,1.66424,0.1997,2.37766e-07,0.000153358
2.361e-05,1.66478,0.1998,2.37955e-07,0.000153504
2.3625e-05,1.66534,0.1999,2.36965e-07,0.00015385
2.363e-05,1.6659,0.2,2.36527e-07,0.000153707
2.3635e-05,1.66644,0.2001,2.36194e-07,0.000153685
2.366e-05,1.667,0.2002,2.35903e-07,0.000154484
2.3685e-05,1.66756,0.2003,2.35385e-07,0.000154952
2.3705e-05,1.66812,0.2004,2.34338e-07,0.000155679
2.3705e-05,1.66868,0.2005,2.34338e-07,0.000155354
2.3705e-05,1.66924,0.2006,2.34338e-07,0.000155802
2.3725e-05,1.6698,0.2007,2.34246e-07,0.00015623
2.3735e-05,1.67035,0.2008,2.33875e-07,0.000155791
2.3765e-05,1.6709,0.2009,2.33068e-07,0.000156031
2.38e-05,1.67146,0.201,2.32206e-07,0.000156281
2.3845e-05,1.67202,0.2011,2.32108e-07,0.000156587
2.385e-05,1.67258,0.2012,2.32287e-07,0.000156586
2.385e-05,1.67313,0.2013,2.32287e-07,0.000156473
2.39e-05,1.67369,0.2014,2.38294e-07,0.000156111
2.393e-05,1.67426,0.2015,2.3782e-07,0.000156171
2.3935e-05,1.67481,0.2016,2.38407e-07,0.000155917
2.395e-05,1.67538,0.2017,2.37634e-07,0.00015622
2.3975e-05,1.67594,0.2018,2.36328e-07,0.000156239
2.401e-05,1.67649,0.2019,2.37659e-07,0.000156306
2.401e-05,1.67704,0.202,2.37659e-07,0.000156591
2.402e-05,1.6776,0.2021,2.37127e-07,0.000156771
2.4045e-05,1.67816,0.2022,2.37057e-07,0.000156625
2.405e-05,1.67872,0.2023,2.37316e-07,0.000157032
2.405e-05,1.67928,0.2024,2.37316e-07,0.00015732
2.4055e-05,1.67983,0.2025,2.37152e-07,0.000157731
2.407e-05,1.68039,0.2026,2.42009e-07,0.000157508
2.408e-05,1.68096,0.2027,2.41993e-07,0.000158102
2.4095e-05,1.68153,0.2028,2.41394e-07,0.000158107
2.411e-05,1.6821,0.2029,2.4131e-07,0.000159041
2.413e-05,1.68267,0.203,2.41156e-07,0.000158839
2.415e-05,1.68324,0.2031,2.40889e-07,0.000159437
2.416e-05,1.6838,0.2032,2.41586e-07,0.000159433
2.4165e-05,1.68437,0.2033,2.41517e-07,0.000159864
2.4195e-05,1.68494,0.2034,2.39524e-07,0.000160252
2.425e-05,1.68551,0.2035,2.38899e-07,0.000160488
2.429e-05,1.68608,0.2036,2.40141e-07,0.000160271
2.4305e-05,1.68665,0.2037,2.39157e-07,0.000160542
2.433e-05,1.68723,0.2038,2.41344e-07,0.000160589
2.4355e-05,1.6878,0.2039,2.41634e-07,0.000161053
2.438e-05,1.68836,0.204,2.4305e-07,0.000161521
2.4395e-05,1.68893,0.2041,2.44938e-07,0.000161684
2.4425e-05,1.68949,0.2042,2.43657e-07,0.000161447
2.445e-05,1.69005,0.2043,2.44923e-07,0.000160633
2.447e-05,1.69062,0.2044,2.44118e-07,0.000160818
2.447e-05,1.6912,0.2045,2.44118e-07,0.000161144
2.4475e-05,1.69176,0.2046,2.43605e-07,0.000160687
2.449e-05,1.69234,0.2047,2.43611e-07,0.000161417
2.449e-05,1.69292,0.2048,2.43611e-07,0.000160869
2.4505e-05,1.69349,0.2049,2.4423e-07,0.000161182
2.454e-05,1.69407,0.205,2.44419e-07,0.000161511
2.4595e-05,1.69464,0.2051,2.44446e-07,0.000162022
2.4595e-05,1.69522,0.2052,2.44446e-07,0.000161844
2.462e-05,1.69579,0.2053,2.45928e-07,0.000162047
2.463e-05,1.69637,0.2054,2.4631e-07,0.000162397
2.463e-05,1.69695,0.2055,2.4631e-07,0.000162941
2.463e-05,1.69752,0.2056,2.4631e-07,0.000162291
2.466e-05,1.69809,0.2057,2.46833e-07,0.000162645
2.471e-05,1.69866,0.2058,2.47763e-07,0.000162468
2.473e-05,1.69924,0.2059,2.47775e-07,0.000162873
2.4775e-05,1.69981,0.206,2.51672e-07,0.000162884
2.478e-05,1.70038,0.2061,2.51244e-07,0.00016339
2.479e-05,1.70097,0.2062,2.50987e-07,0.000163301
2.481e-05,1.70154,0.2063,2.51267e-07,0.000163188
2.4825e-05,1.70212,0.2064,2.51272e-07,0.000163446
2.483e-05,1.7027,0.2065,2.51838e-07,0.00016287
2.487e-05,1.70328,0.2066,2.52953e-07,0.000163194
2.491e-05,1.70385,0.2067,2.57763e-07,0.000163338
2.496e-05,1.70444,0.2068,2.60444e-07,0.000163013
2.4965e-05,1.70503,0.2069,2.60496e-07,0.00016242
2.4975e-05,1.70562,0.207,2.59922e-07,0.000162283
2.499e-05,1.7062,0.2071,2.59976e-07,0.000161888
2.4995e-05,1.70678,0.2072,2.60508e-07,0.000161918
2.504e-05,1.70737,0.2073,2.61407e-07,0.000162831
2.508e-05,1.70795,0.2074,2.61937e-07,0.000163375
2.509e-05,1.70853,0.2075,2.6096e-07,0.000163194
2.509e-05,1.70912,0.2076,2.6096e-07,0.000163096
2.51e-05,1.7097,0.2077,2.6046e-07,0.000163144
2.5105e-05,1.71028,0.2078,2.60112e-07,0.000162839
2.5125e-05,1.71087,0.2079,2.64664e-07,0.000163712
2.5125e-05,1.71145,0.208,2.64664e-07,0.000163708
2.514e-05,1.71203,0.2081,2.64484e-07,0.000164781
2.5155e-05,1.71261,0.2082,2.63728e-07,0.000164788
2.5155e-05,1.71319,0.2083,2.63728e-07,0.00016536
2.519e-05,1.71379,0.2084,2.62228e-07,0.00016637
2.52e-05,1.71438,0.2085,2.62573e-07,0.000165688
2.529e-05,1.71497,0.2086,2.62438e-07,0.000165714
2.5305e-05,1.71555,0.2087,2.62688e-07,0.000166175
2.533e-05,1.71615,0.2088,2.62009e-07,0.000167137
2.5335e-05,1.71674,0.2089,2.61641e-07,0.000167378
2.537e-05,1.71732,0.209,2.63844e-07,0.000167162
2.539e-05,1.7179,0.2091,2.6389e-07,0.000166855
2.547e-05,1.71849,0.2092,2.59968e-07,0.000167182
2.5475e-05,1.71908,0.2093,2.60357e-07,0.000167815
2.5485e-05,1.71966,0.2094,2.60071e-07,0.00016808
2.5505e-05,1.72025,0.2095,2.61998e-07,0.000167902
2.5565e-05,1.72084,0.2096,2.69801e-07,0.000168784
2.559e-05,1.72144,0.2097,2.69765e-07,0.000168989
2.563e-05,1.72203,0.2098,2.75217e-07,0.000168885
2.563e-05,1.72261,0.2099,2.75217e-07,0.000168281
2.5635e-05,1.7232,0.21,2.75113e-07,0.000168663
2.5645e-05,1.72378,0.2101,2.75179e-07,0.000169184
2.5655e-05,1.72437,0.2102,2.75425e-07,0.000170135
2.5685e-05,1.72496,0.2103,2.75515e-07,0.000170634
2.5695e-05,1.72555,0.2104,2.75298e-07,0.000171214
2.5725e-05,1.72616,0.2105,2.7573e-07,0.000171373
2.573e-05,1.72676,0.2106,2.75982e-07,0.000171586
2.575e-05,1.72736,0.2107,2.75895e-07,0.00017125
2.5755e-05,1.72796,0.2108,2.75781e-07,0.000171305
2.581e-05,1.72855,0.2109,2.75953e-07,0.000171377
2.584e-05,1.72915,0.211,2.76595e-07,0.000171891
2.5845e-05,1.72974,0.2111,2.76473e-07,0.000172142
2.5855e-05,1.73034,0.2112,2.76045e-07,0.000172168
2.587e-05,1.73094,0.2113,2.75399e-07,0.000172821
2.587e-05,1.73154,0.2114,2.75399e-07,0.00017341
2.5895e-05,1.73213,0.2115,2.7431e-07,0.000174754
2.591e-05,1.73274,0.2116,2.742e-07,0.000175928
2.591e-05,1.73334,0.2117,2.742e-07,0.000175752
2.5955e-05,1.73394,0.2118,2.72832e-07,0.000176495
2.599e-05,1.73453,0.2119,2.7225e-07,0.000176294
2.6015e-05,1.73513,0.212,2.7294e-07,0.000176574
2.603e-05,1.73574,0.2121,2.71966e-07,0.000177678
2.6035e-05,1.73633,0.2122,2.71916e-07,0.000177841
2.6045e-05,1.73692,0.2123,2.71817e-07,0.000177344
2.606e-05,1.73753,0.2124,2.71663e-07,0.000177699
2.6065e-05,1.73813,0.2125,2.71426e-07,0.000177855
2.6065e-05,1.73872,0.2126,2.71426e-07,0.000178074
2.611e-05,1.73933,0.2127,2.76081e-07,0.000178722
2.613e-05,1.73993,0.2128,2.75764e-07,0.000178672
2.616e-05,1.74053,0.2129,2.75593e-07,0.000178657
2.618e-05,1.74113,0.213,2.75623e-07,0.000178051
2.618e-05,1.74174,0.2131,2.75623e-07,0.00017862
2.619e-05,1.74234,0.2132,2.75041e-07,0.000178624
2.623e-05,1.74296,0.2133,2.75162e-07,0.000178744
2.624e-05,1.74355,0.2134,2.7457e-07,0.000178844
2.626e-05,1.74416,0.2135,2.74753e-07,0.000178652
2.628e-05,1.74476,0.2136,2.74014e-07,0.000178794
2.6285e-05,1.74537,0.2137,2.7385e-07,0.000179041
2.629e-05,1.74597,0.2138,2.73961e-07,0.00017945
2.6305e-05,1.74659,0.2139,2.74017e-07,0.000180138
2.632e-05,1.74721,0.214,2.73885e-07,0.000180271
2.6325e-05,1.74781,0.2141,2.73442e-07,0.000179969
2.6335e-05,1.74842,0.2142,2.73382e-07,0.000179919
2.635e-05,1.74904,0.2143,2.73792e-07,0.00018026
2.636e-05,1.74964,0.2144,2.74094e-07,0.000180368
2.64e-05,1.75025,0.2145,2.72528e-07,0.000180808
2.6415e-05,1.75087,0.2146,2.72645e-07,0.000182013
2.6435e-05,1.75149,0.2147,2.72489e-07,0.000182964
2.6445e-05,1.7521,0.2148,2.73512e-07,0.000183613
2.645e-05,1.75271,0.2149,2.73241e-07,0.000184715
2.6485e-05,1.75333,0.215,2.73446e-07,0.000184976
2.6515e-05,1.75395,0.2151,2.75278e-07,0.000185415
2.6585e-05,1.75456,0.2152,2.79651e-07,0.000185471
2.66e-05,1.75517,0.2153,2.79357e-07,0.000186605
2.6665e-05,1.75579,0.2154,2.80011e-07,0.00018701
2.6665e-05,1.7564,0.2155,2.80011e-07,0.000187034
2.668e-05,1.75701,0.2156,2.79515e-07,0.000187576
2.6685e-05,1.75763,0.2157,2.79319e-07,0.000187769
2.671e-05,1.75824,0.2158,2.7914e-07,0.000188852
2.6785e-05,1.75886,0.2159,2.80602e-07,0.00018865
2.6785e-05,1.75948,0.216,2.80602e-07,0.000188967
2.679e-05,1.76011,0.2161,2.80308e-07,0.000189769
2.679e-05,1.76073,0.2162,2.80308e-07,0.000189923
2.6795e-05,1.76135,0.2163,2.80819e-07,0.000190185
2.68e-05,1.76197,0.2164,2.80703e-07,0.000191091
2.683e-05,1.76259,0.2165,2.80623e-07,0.000191938
2.6845e-05,1.76321,0.2166,2.80801e-07,0.0001918
2.6845e-05,1.76383,0.2167,2.80801e-07,0.000191846
2.685e-05,1.76446,0.2168,2.80591e-07,0.000192052
2.6855e-05,1.76508,0.2169,2.8047e-07,0.000191864
2.6865e-05,1.76569,0.217,2.80315e-07,0.000192546
2.6905e-05,1.76631,0.2171,2.8254e-07,0.000192879
2.6965e-05,1.76693,0.2172,2.84205e-07,0.00019394
2.6965e-05,1.76756,0.2173,2.84205e-07,0.000194709
2.699e-05,1.76819,0.2174,2.84348e-07,0.000195045
2.7015e-05,1.76882,0.2175,2.82885e-07,0.000195319
2.703e-05,1.76943,0.2176,2.82212e-07,0.000196418
2.707e-05,1.77006,0.2177,2.8048e-07,0.000196484
2.707e-05,1.77068,0.2178,2.8048e-07,0.00019681
2.709e-05,1.7713,0.2179,2.80092e-07,0.000196982
2.712e-05,1.77194,0.218,2.80126e-07,0.000198215
2.7135e-05,1.77256,0.2181,2.79508e-07,0.000198287
2.718e-05,1.77319,0.2182,2.79964e-07,0.00019881
2.718e-05,1.77382,0.2183,2.79964e-07,0.000198852
2.7195e-05,1.77445,0.2184,2.79509e-07,0.000199592
2.72e-05,1.77508,0.2185,2.79537e-07,0.000199822
2.724e-05,1.77571,0.2186,2.77212e-07,0.00020034
2.7255e-05,1.77633,0.2187,2.76463e-07,0.00020057
2.727e-05,1.77697,0.2188,2.76801e-07,0.000200396
2.7315e-05,1.7776,0.2189,2.79229e-07,0.000200962
2.733e-05,1.77824,0.219,2.78556e-07,0.000201176
2.7335e-05,1.77888,0.2191,2.78661e-07,0.000201427
2.7345e-05,1.77952,0.2192,2.7842e-07,0.000202004
2.7405e-05,1.78014,0.2193,2.80174e-07,0.000202427
2.7415e-05,1.78077,0.2194,2.79741e-07,0.000201815
2.7415e-05,1.7814,0.2195,2.79741e-07,0.000201848
2.7435e-05,1.78202,0.2196,2.79858e-07,0.000202505
2.747e-05,1.78266,0.2197,2.80426e-07,0.000202598
2.751e-05,1.7833,0.2198,2.84348e-07,0.000202931
2.7525e-05,1.78393,0.2199,2.83813e-07,0.000202505
2.7555e-05,1.78457,0.22,2.83082e-07,0.000202558
2.7615e-05,1.7852,0.2201,2.90873e-07,0.000202479
2.7635e-05,1.78583,0.2202,2.90311e-07,0.000202915
2.7645e-05,1.78647,0.2203,2.90719e-07,0.000203016
2.7675e-05,1.78709,0.2204,2.90463e-07,0.000203221
2.7675e-05,1.78773,0.2205,2.90463e-07,0.000203119
2.769e-05,1.78836,0.2206,2.91021e-07,0.000203544
2.7705e-05,1.789,0.2207,2.89931e-07,0.000203862
2.7765e-05,1.78963,0.2208,2.92019e-07,0.000205014
2.777e-05,1.79029,0.2209,2.91996e-07,0.000204434
2.777e-05,1.79093,0.221,2.91996e-07,0.000204805
2.7805e-05,1.79157,0.2211,2.96012e-07,0.00020497
2.7805e-05,1.79222,0.2212,2.96012e-07,0.000204895
2.7815e-05,1.79286,0.2213,2.96299e-07,0.000204943
2.7835e-05,1.79349,0.2214,2.95679e-07,0.000204991
2.7835e-05,1.79414,0.2215,2.95679e-07,0.000206079
2.7835e-05,1.79478,0.2216,2.95679e-07,0.000206512
2.7865e-05,1.79543,0.2217,2.94734e-07,0.000207135
2.789e-05,1.79606,0.2218,2.93291e-07,0.00020708
2.7895e-05,1.79669,0.2219,2.92914e-07,0.000207793
2.79e-05,1.79733,0.222,2.93052e-07,0.000208008
2.7905e-05,1.79798,0.2221,2.94045e-07,0.000209135
2.7945e-05,1.79864,0.2222,2.93497e-07,0.000209945
2.7955e-05,1.79928,0.2223,2.92563e-07,0.000210143
2.798e-05,1.79993,0.2224,2.92448e-07,0.000210622
2.799e-05,1.80058,0.2225,2.9245e-07,0.000210121
2.801e-05,1.80123,0.2226,2.91762e-07,0.000209693
2.801e-05,1.80187,0.2227,2.91762e-07,0.000208596
2.801e-05,1.80253,0.2228,2.91762e-07,0.000208884
2.805e-05,1.80317,0.2229,2.90014e-07,0.000208895
2.8055e-05,1.80381,0.223,2.89879e-07,0.000209635
2.8055e-05,1.80445,0.2231,2.89879e-07,0.000209845
2.809e-05,1.8051,0.2232,2.90225e-07,0.000210137
2.8105e-05,1.80576,0.2233,2.89116e-07,0.000210321
2.824e-05,1.8064,0.2234,2.94782e-07,0.000211315
2.8245e-05,1.80705,0.2235,2.94548e-07,0.000211983
2.826e-05,1.8077,0.2236,2.94782e-07,0.000212392
2.826e-05,1.80836,0.2237,2.94782e-07,0.000212419
2.827e-05,1.80902,0.2238,2.94054e-07,0.00021285
2.8285e-05,1.80967,0.2239,2.95475e-07,0.000214136
2.83e-05,1.81032,0.224,2.95017e-07,0.000214429
2.834e-05,1.81099,0.2241,2.93432e-07,0.000214753
2.8345e-05,1.81165,0.2242,2.93874e-07,0.000214386
2.837e-05,1.81231,0.2243,2.93592e-07,0.00021562
2.8405e-05,1.81297,0.2244,2.94514e-07,0.000216393
2.8435e-05,1.81361,0.2245,2.91813e-07,0.000216818
2.848e-05,1.81428,0.2246,2.92448e-07,0.000216464
2.852e-05,1.81494,0.2247,2.91156e-07,0.000216823
2.8545e-05,1.81561,0.2248,2.90537e-07,0.000216696
2.856e-05,1.81626,0.2249,2.91301e-07,0.000216601
2.858e-05,1.81692,0.225,2.91536e-07,0.000216866
2.858e-05,1.81759,0.2251,2.91536e-07,0.000217808
2.86e-05,1.81824,0.2252,2.92365e-07,0.000217455
2.8605e-05,1.8189,0.2253,2.91926e-07,0.000218734
2.862e-05,1.81957,0.2254,2.91811e-07,0.00021865
2.865e-05,1.82022,0.2255,2.92172e-07,0.000218431
2.866e-05,1.82089,0.2256,2.93347e-07,0.000219176
2.867e-05,1.82154,0.2257,2.94174e-07,0.000219694
2.867e-05,1.82221,0.2258,2.94174e-07,0.00022008
2.8685e-05,1.82286,0.2259,2.94214e-07,0.000219524
2.8705e-05,1.82351,0.226,2.94403e-07,0.00021926
2.871e-05,1.82418,0.2261,2.93958e-07,0.000220123
2.8755e-05,1.82485,0.2262,2.96842e-07,0.000220439
2.8775e-05,1.8255,0.2263,2.96668e-07,0.000221307
2.878e-05,1.82617,0.2264,2.96136e-07,0.000221016
2.88e-05,1.82683,0.2265,2.96207e-07,0.000220876
2.8845e-05,1.82749,0.2266,2.95961e-07,0.000221213
2.888e-05,1.82816,0.2267,2.9498e-07,0.000222302
2.893e-05,1.82883,0.2268,2.94635e-07,0.000223129
2.8945e-05,1.82949,0.2269,2.95034e-07,0.000223925
2.899e-05,1.83017,0.227,2.98824e-07,0.000224318
2.8995e-05,1.83084,0.2271,2.98699e-07,0.000224747
2.9055e-05,1.8315,0.2272,2.9901e-07,0.000224339
2.906e-05,1.83217,0.2273,2.98627e-07,0.000224662
2.909e-05,1.83284,0.2274,2.99429e-07,0.000225344
2.9125e-05,1.83349,0.2275,2.99324e-07,0.000225599
2.916e-05,1.83416,0.2276,2.99953e-07,0.000225797
2.9175e-05,1.83484,0.2277,2.99198e-07,0.000226089
2.9175e-05,1.83553,0.2278,2.99198e-07,0.000226349
2.9185e-05,1.8362,0.2279,2.99252e-07,0.000226753
2.9235e-05,1.83687,0.228,2.99243e-07,0.000226331
2.924e-05,1.83755,0.2281,2.99013e-07,0.000226638
2.93e-05,1.83823,0.2282,2.96377e-07,0.000227599
2.933e-05,1.83889,0.2283,2.96047e-07,0.000227745
2.939e-05,1.83955,0.2284,2.92862e-07,0.000227556
2.9395e-05,1.84022,0.2285,2.92528e-07,0.000227468
2.9415e-05,1.8409,0.2286,2.94444e-07,0.00022726
2.9435e-05,1.84159,0.2287,2.96765e-07,0.000226945
2.9455e-05,1.84227,0.2288,2.96444e-07,0.000226497
2.9485e-05,1.84293,0.2289,2.94504e-07,0.000227057
2.95e-05,1.84362,0.229,2.94932e-07,0.000227052
2.9535e-05,1.84429,0.2291,2.95857e-07,0.000226616
2.9565e-05,1.84495,0.2292,2.94128e-07,0.000226356
2.957e-05,1.84564,0.2293,2.94464e-07,0.000227441
2.9575e-05,1.8463,0.2294,2.94287e-07,0.000227898
2.9585e-05,1.84696,0.2295,2.94444e-07,0.000228019
2.9625e-05,1.84766,0.2296,2.93175e-07,0.000227976
2.969e-05,1.84834,0.2297,2.95221e-07,0.000228649
2.9705e-05,1.84902,0.2298,2.94403e-07,0.000229218
2.972e-05,1.84971,0.2299,2.9358e-07,0.000229299
2.973e-05,1.85039,0.23,2.92684e-07,0.000229152
2.9735e-05,1.85106,0.2301,2.93436e-07,0.000229561
2.9735e-05,1.85177,0.2302,2.93436e-07,0.000229952
2.9755e-05,1.85245,0.2303,2.92494e-07,0.000229726
2.977e-05,1.85314,0.2304,2.92426e-07,0.000229745
2.978e-05,1.85383,0.2305,2.93836e-07,0.000229753
2.983e-05,1.85453,0.2306,2.93917e-07,0.000229248
2.987e-05,1.85522,0.2307,2.96827e-07,0.000229885
2.9955e-05,1.8559,0.2308,2.95383e-07,0.000231424
2.9975e-05,1.85659,0.2309,2.96753e-07,0.000232059
2.9995e-05,1.85728,0.231,2.96758e-07,0.000231414
3.0025e-05,1.85796,0.2311,2.99618e-07,0.000231377
3.0075e-05,1.85865,0.2312,3.02497e-07,0.000230824
3.009e-05,1.85932,0.2313,3.02933e-07,0.000232207
3.012e-05,1.86001,0.2314,3.01384e-07,0.000232072
3.014e-05,1.8607,0.2315,3.01257e-07,0.000232999
3.014e-05,1.8614,0.2316,3.01257e-07,0.000234175
3.019e-05,1.86209,0.2317,3.02451e-07,0.000234405
3.0195e-05,1.8628,0.2318,3.01978e-07,0.00023498
3.02e-05,1.86349,0.2319,3.0217e-07,0.000234923
3.0215e-05,1.8642,0.232,3.0191e-07,0.000234499
3.023e-05,1.8649,0.2321,3.02644e-07,0.000235673
3.0245e-05,1.8656,0.2322,3.01712e-07,0.000236599
3.0285e-05,1.86629,0.2323,3.02533e-07,0.000237266
3.03e-05,1.86698,0.2324,3.0217e-07,0.000237644
3.03e-05,1.86769,0.2325,3.0217e-07,0.000238444
3.0305e-05,1.86837,0.2326,3.02186e-07,0.000238895
3.031e-05,1.86907,0.2327,3.02119e-07,0.000238633
3.032e-05,1.86977,0.2328,3.01734e-07,0.000239001
3.0345e-05,1.87047,0.2329,3.01387e-07,0.000239371
3.0355e-05,1.87116,0.233,3.00494e-07,0.00023896
3.036e-05,1.87187,0.2331,3.01674e-07,0.000238974
3.037e-05,1.87258,0.2332,3.02195e-07,0.000239174
3.0445e-05,1.87328,0.2333,3.01312e-07,0.000239157
3.047e-05,1.87397,0.2334,3.02079e-07,0.000241012
3.0485e-05,1.87467,0.2335,3.01085e-07,0.000241027
3.0555e-05,1.87536,0.2336,3.06192e-07,0.000241624
3.0565e-05,1.87607,0.2337,3.061e-07,0.000241649
3.057e-05,1.87677,0.2338,3.05766e-07,0.000242248
3.061e-05,1.87748,0.2339,3.04389e-07,0.000242246
3.0645e-05,1.87818,0.234,3.04233e-07,0.000242352
3.066e-05,1.87888,0.2341,3.02954e-07,0.000242666
3.0665e-05,1.8796,0.2342,3.02359e-07,0.000242746
3.067e-05,1.88032,0.2343,3.02677e-07,0.000243286
3.069e-05,1.88103,0.2344,3.02202e-07,0.000244048
3.07e-05,1.88174,0.2345,3.01754e-07,0.000244287
3.0715e-05,1.88244,0.2346,3.02201e-07,0.000244026
3.0725e-05,1.88314,0.2347,3.01582e-07,0.000243989
3.077e-05,1.88385,0.2348,3.04713e-07,0.000245292
3.082e-05,1.88456,0.2349,3.04634e-07,0.000245844
3.083e-05,1.88529,0.235,3.04663e-07,0.000247246
3.0855e-05,1.88601,0.2351,3.05099e-07,0.000247784
3.0925e-05,1.88674,0.2352,3.07358e-07,0.000248388
3.0955e-05,1.88746,0.2353,3.06733e-07,0.000248564
3.0975e-05,1.88817,0.2354,3.06417e-07,0.000248742
3.099e-05,1.88889,0.2355,3.06626e-07,0.000249102
3.1025e-05,1.8896,0.2356,3.07236e-07,0.00024936
3.104e-05,1.89032,0.2357,3.07105e-07,0.000249407
3.1085e-05,1.89103,0.2358,3.05212e-07,0.000249969
3.109e-05,1.89176,0.2359,3.04835e-07,0.000250052
3.11e-05,1.89248,0.236,3.04489e-07,0.000250307
3.1125e-05,1.8932,0.2361,3.03988e-07,0.000250279
3.1165e-05,1.89392,0.2362,3.05212e-07,0.000249687
3.1195e-05,1.89465,0.2363,3.04464e-07,0.000248922
3.123e-05,1.89535,0.2364,3.09296e-07,0.000248918
3.1255e-05,1.89606,0.2365,3.09157e-07,0.000249387
3.1275e-05,1.89677,0.2366,3.09395e-07,0.000250425
3.1275e-05,1.89748,0.2367,3.09395e-07,0.000250482
3.1295e-05,1.8982,0.2368,3.08815e-07,0.0002505
3.131e-05,1.89893,0.2369,3.08782e-07,0.000251285
3.132e-05,1.89965,0.237,3.08486e-07,0.000252072
3.1335e-05,1.90038,0.2371,3.08935e-07,0.000253272
3.1355e-05,1.90111,0.2372,3.08335e-07,0.000253022
3.1385e-05,1.90182,0.2373,3.08724e-07,0.000252597
3.1465e-05,1.90257,0.2374,3.08822e-07,0.000252073
3.1475e-05,1.90328,0.2375,3.0907e-07,0.000252368
