Smax_mean,<S^2>_mean,c,dev_Smax_mean,dev_<S^2>_mean
2.05e-06,1.42611,0.1498,9.33928e-08,8.48011e-05
2.05e-06,1.42652,0.1499,9.33928e-08,8.54036e-05
2.05e-06,1.42693,0.15,9.33928e-08,8.52219e-05
2.05e-06,1.42733,0.1501,9.33928e-08,8.68261e-05
2.06e-06,1.42774,0.1502,9.21352e-08,8.41982e-05
2.06e-06,1.42815,0.1503,9.21352e-08,8.48554e-05
2.06e-06,1.42855,0.1504,9.21352e-08,8.46404e-05
2.07e-06,1.42895,0.1505,9.55103e-08,8.48397e-05
2.07e-06,1.42936,0.1506,9.55103e-08,8.3264e-05
2.1e-06,1.42977,0.1507,1.19257e-07,8.35391e-05
2.11e-06,1.43018,0.1508,1.22429e-07,8.52845e-05
2.11e-06,1.43059,0.1509,1.22429e-07,8.48666e-05
2.11e-06,1.431,0.151,1.22429e-07,8.64157e-05
2.11e-06,1.43141,0.1511,1.22429e-07,8.5894e-05
2.11e-06,1.43182,0.1512,1.22429e-07,8.67589e-05
2.12e-06,1.43223,0.1513,1.20922e-07,8.7699e-05
2.12e-06,1.43264,0.1514,1.20922e-07,8.88751e-05
2.12e-06,1.43305,0.1515,1.20922e-07,9.06575e-05
2.12e-06,1.43346,0.1516,1.20922e-07,9.04563e-05
2.12e-06,1.43387,0.1517,1.20922e-07,9.04286e-05
2.12e-06,1.43428,0.1518,1.20922e-07,9.06005e-05
2.12e-06,1.43469,0.1519,1.20922e-07,9.17539e-05
2.12e-06,1.43509,0.152,1.20922e-07,9.11677e-05
2.12e-06,1.4355,0.1521,1.20922e-07,9.05023e-05
2.12e-06,1.43591,0.1522,1.20922e-07,8.91092e-05
2.12e-06,1.43632,0.1523,1.20922e-07,9.25827e-05
2.12e-06,1.43674,0.1524,1.20922e-07,9.35806e-05
2.12e-06,1.43715,0.1525,1.20922e-07,9.39243e-05
2.12e-06,1.43756,0.1526,1.20922e-07,9.40242e-05
2.12e-06,1.43798,0.1527,1.20922e-07,9.47634e-05
2.12e-06,1.43839,0.1528,1.20922e-07,9.43375e-05
2.12e-06,1.43881,0.1529,1.20922e-07,9.56388e-05
2.12e-06,1.43923,0.153,1.20922e-07,9.59027e-05
2.12e-06,1.43963,0.1531,1.20922e-07,9.7059e-05
2.12e-06,1.44005,0.1532,1.20922e-07,9.79484e-05
2.12e-06,1.44046,0.1533,1.20922e-07,0.000100311
2.12e-06,1.44087,0.1534,1.20922e-07,9.98671e-05
2.12e-06,1.44129,0.1535,1.20922e-07,0.000100214
2.12e-06,1.4417,0.1536,1.20922e-07,9.82288e-05
2.12e-06,1.44211,0.1537,1.20922e-07,9.91721e-05
2.12e-06,1.44252,0.1538,1.20922e-07,0.000101841
2.12e-06,1.44294,0.1539,1.20922e-07,0.00010192
2.12e-06,1.44336,0.154,1.20922e-07,0.00010268
2.12e-06,1.44377,0.1541,1.20922e-07,0.000103725
2.13e-06,1.44418,0.1542,1.20231e-07,0.000103271
2.13e-06,1.4446,0.1543,1.20231e-07,0.000102554
2.13e-06,1.44502,0.1544,1.20231e-07,0.00010002
2.13e-06,1.44544,0.1545,1.20231e-07,0.000101041
2.13e-06,1.44584,0.1546,1.20231e-07,0.000100103
2.13e-06,1.44626,0.1547,1.20231e-07,0.000100941
2.13e-06,1.44668,0.1548,1.20231e-07,9.84711e-05
2.14e-06,1.44709,0.1549,1.17568e-07,9.81065e-05
2.14e-06,1.4475,0.155,1.17568e-07,9.97887e-05
2.14e-06,1.44792,0.1551,1.17568e-07,0.000100158
2.14e-06,1.44833,0.1552,1.17568e-07,0.000101248
2.17e-06,1.44875,0.1553,1.11604e-07,0.000101695
2.17e-06,1.44917,0.1554,1.11604e-07,0.000102059
2.17e-06,1.44958,0.1555,1.11604e-07,0.000101926
2.17e-06,1.45,0.1556,1.11604e-07,0.000100333
2.17e-06,1.45042,0.1557,1.11604e-07,0.000100011
2.17e-06,1.45084,0.1558,1.11604e-07,0.000102239
2.17e-06,1.45125,0.1559,1.11604e-07,0.000104766
2.17e-06,1.45168,0.156,1.11604e-07,0.000108374
2.17e-06,1.4521,0.1561,1.11604e-07,0.000108066
2.17e-06,1.45252,0.1562,1.11604e-07,0.000107984
2.17e-06,1.45294,0.1563,1.11604e-07,0.000107064
2.17e-06,1.45337,0.1564,1.11604e-07,0.000105641
2.17e-06,1.45379,0.1565,1.11604e-07,0.000106285
2.17e-06,1.45421,0.1566,1.11604e-07,0.000104732
2.17e-06,1.45463,0.1567,1.11604e-07,0.000103497
2.17e-06,1.45505,0.1568,1.11604e-07,0.000103471
2.17e-06,1.45547,0.1569,1.11604e-07,0.000104518
2.17e-06,1.45589,0.157,1.11604e-07,0.000102619
2.17e-06,1.45631,0.1571,1.11604e-07,0.000105072
2.17e-06,1.45674,0.1572,1.11604e-07,0.000105378
2.17e-06,1.45716,0.1573,1.11604e-07,0.000103542
2.17e-06,1.45758,0.1574,1.11604e-07,0.000106327
2.17e-06,1.458,0.1575,1.11604e-07,0.000108035
2.17e-06,1.45842,0.1576,1.11604e-07,0.000105262
2.17e-06,1.45884,0.1577,1.11604e-07,0.000106533
2.17e-06,1.45927,0.1578,1.11604e-07,0.000107219
2.17e-06,1.45971,0.1579,1.11604e-07,0.000104809
2.18e-06,1.46013,0.158,1.08321e-07,0.000104616
2.18e-06,1.46056,0.1581,1.08321e-07,0.000106838
2.18e-06,1.46098,0.1582,1.08321e-07,0.000107633
2.18e-06,1.46141,0.1583,1.08321e-07,0.00010574
2.18e-06,1.46183,0.1584,1.08321e-07,0.000104966
2.18e-06,1.46226,0.1585,1.08321e-07,0.000106315
2.18e-06,1.46268,0.1586,1.08321e-07,0.000107656
2.18e-06,1.46311,0.1587,1.08321e-07,0.000105833
2.18e-06,1.46354,0.1588,1.08321e-07,0.000105799
2.18e-06,1.46397,0.1589,1.08321e-07,0.000105386
2.18e-06,1.4644,0.159,1.08321e-07,0.000107815
2.18e-06,1.46483,0.1591,1.08321e-07,0.000107828
2.18e-06,1.46525,0.1592,1.08321e-07,0.00010995
2.18e-06,1.46568,0.1593,1.08321e-07,0.000111764
2.18e-06,1.4661,0.1594,1.08321e-07,0.000110807
2.18e-06,1.46652,0.1595,1.08321e-07,0.00010883
2.18e-06,1.46695,0.1596,1.08321e-07,0.000110053
2.18e-06,1.46738,0.1597,1.08321e-07,0.00010872
2.18e-06,1.46781,0.1598,1.08321e-07,0.000109108
2.18e-06,1.46824,0.1599,1.08321e-07,0.000111933
2.18e-06,1.46867,0.16,1.08321e-07,0.00011099
2.18e-06,1.4691,0.1601,1.08321e-07,0.000110518
2.2e-06,1.46953,0.1602,1.06458e-07,0.000110876
2.2e-06,1.46996,0.1603,1.06458e-07,0.000109044
2.2e-06,1.47039,0.1604,1.06458e-07,0.00010766
2.2e-06,1.47083,0.1605,1.06458e-07,0.000106659
2.2e-06,1.47125,0.1606,1.06458e-07,0.000106387
2.2e-06,1.47168,0.1607,1.06458e-07,0.000107828
2.2e-06,1.47211,0.1608,1.06458e-07,0.000105044
2.2e-06,1.47254,0.1609,1.06458e-07,0.000103314
2.2e-06,1.47297,0.161,1.06458e-07,0.000106414
2.21e-06,1.47339,0.1611,1.1494e-07,0.000105727
2.21e-06,1.47382,0.1612,1.1494e-07,0.000103987
2.21e-06,1.47426,0.1613,1.1494e-07,0.000102276
2.21e-06,1.47468,0.1614,1.1494e-07,0.000101404
2.21e-06,1.47511,0.1615,1.1494e-07,0.000102641
2.21e-06,1.47554,0.1616,1.1494e-07,0.000101041
2.21e-06,1.47596,0.1617,1.1494e-07,0.000100952
2.21e-06,1.47639,0.1618,1.1494e-07,9.99088e-05
2.21e-06,1.47682,0.1619,1.1494e-07,9.89411e-05
2.21e-06,1.47726,0.162,1.1494e-07,9.85585e-05
2.21e-06,1.47769,0.1621,1.1494e-07,0.000101465
2.21e-06,1.47813,0.1622,1.1494e-07,0.000103
2.21e-06,1.47856,0.1623,1.1494e-07,0.000103592
2.21e-06,1.47899,0.1624,1.1494e-07,0.000101215
2.21e-06,1.47942,0.1625,1.1494e-07,0.000100788
2.21e-06,1.47985,0.1626,1.1494e-07,9.92617e-05
2.21e-06,1.48029,0.1627,1.1494e-07,0.000101793
2.21e-06,1.48074,0.1628,1.1494e-07,0.00010368
2.21e-06,1.48117,0.1629,1.1494e-07,0.000102516
2.21e-06,1.48161,0.163,1.1494e-07,0.000103546
2.21e-06,1.48204,0.1631,1.1494e-07,0.000104181
2.21e-06,1.48249,0.1632,1.1494e-07,0.000103744
2.21e-06,1.48293,0.1633,1.1494e-07,0.00010304
2.21e-06,1.48336,0.1634,1.1494e-07,0.00010041
2.21e-06,1.4838,0.1635,1.1494e-07,9.9655e-05
2.21e-06,1.48423,0.1636,1.1494e-07,9.92578e-05
2.21e-06,1.48467,0.1637,1.1494e-07,0.000100828
2.21e-06,1.4851,0.1638,1.1494e-07,9.81133e-05
2.21e-06,1.48554,0.1639,1.1494e-07,9.79575e-05
2.21e-06,1.48598,0.164,1.1494e-07,9.54667e-05
2.21e-06,1.48641,0.1641,1.1494e-07,9.7363e-05
2.23e-06,1.48684,0.1642,1.10604e-07,9.62641e-05
2.23e-06,1.48729,0.1643,1.10604e-07,9.61827e-05
2.23e-06,1.48773,0.1644,1.10604e-07,9.41866e-05
2.23e-06,1.48816,0.1645,1.10604e-07,9.1309e-05
2.23e-06,1.48861,0.1646,1.10604e-07,8.9154e-05
2.23e-06,1.48905,0.1647,1.10604e-07,9.04612e-05
2.23e-06,1.48949,0.1648,1.10604e-07,9.04188e-05
2.23e-06,1.48993,0.1649,1.10604e-07,9.316e-05
2.23e-06,1.49037,0.165,1.10604e-07,9.3009e-05
2.23e-06,1.4908,0.1651,1.10604e-07,9.35806e-05
2.23e-06,1.49124,0.1652,1.10604e-07,9.56475e-05
2.28e-06,1.49168,0.1653,1.15277e-07,9.66644e-05
2.28e-06,1.49212,0.1654,1.15277e-07,9.50181e-05
2.28e-06,1.49256,0.1655,1.15277e-07,9.54527e-05
2.28e-06,1.493,0.1656,1.15277e-07,9.4364e-05
2.28e-06,1.49344,0.1657,1.15277e-07,9.21207e-05
2.28e-06,1.49388,0.1658,1.15277e-07,9.24896e-05
2.28e-06,1.49433,0.1659,1.15277e-07,9.32077e-05
2.29e-06,1.49477,0.166,1.1299e-07,9.30734e-05
2.29e-06,1.49521,0.1661,1.1299e-07,9.30979e-05
2.29e-06,1.49565,0.1662,1.1299e-07,9.42956e-05
2.29e-06,1.4961,0.1663,1.1299e-07,9.12165e-05
2.29e-06,1.49655,0.1664,1.1299e-07,8.96419e-05
2.29e-06,1.49699,0.1665,1.1299e-07,8.95923e-05
2.29e-06,1.49745,0.1666,1.1299e-07,8.39716e-05
2.29e-06,1.4979,0.1667,1.1299e-07,8.59981e-05
2.29e-06,1.49834,0.1668,1.1299e-07,8.58869e-05
2.3e-06,1.49879,0.1669,1.21106e-07,8.64998e-05
2.3e-06,1.49923,0.167,1.21106e-07,8.458e-05
2.3e-06,1.49968,0.1671,1.21106e-07,8.4043e-05
2.3e-06,1.50012,0.1672,1.21106e-07,8.4767e-05
2.3e-06,1.50056,0.1673,1.21106e-07,8.65313e-05
2.3e-06,1.50101,0.1674,1.21106e-07,8.73028e-05
2.3e-06,1.50146,0.1675,1.21106e-07,8.88501e-05
2.3e-06,1.50191,0.1676,1.21106e-07,8.9614e-05
2.3e-06,1.50236,0.1677,1.21106e-07,9.04734e-05
2.3e-06,1.5028,0.1678,1.21106e-07,9.22201e-05
2.3e-06,1.50325,0.1679,1.21106e-07,9.46549e-05
2.3e-06,1.50369,0.168,1.21106e-07,9.51513e-05
2.3e-06,1.50414,0.1681,1.21106e-07,9.7274e-05
2.3e-06,1.50459,0.1682,1.21106e-07,9.64256e-05
2.3e-06,1.50503,0.1683,1.21106e-07,9.62687e-05
2.3e-06,1.50548,0.1684,1.21106e-07,9.47799e-05
2.3e-06,1.50593,0.1685,1.21106e-07,9.71831e-05
2.3e-06,1.50639,0.1686,1.21106e-07,9.76638e-05
2.3e-06,1.50684,0.1687,1.21106e-07,9.70887e-05
2.3e-06,1.50728,0.1688,1.21106e-07,9.77326e-05
2.3e-06,1.50773,0.1689,1.21106e-07,9.7773e-05
2.31e-06,1.50818,0.169,1.17804e-07,9.66902e-05
2.32e-06,1.50864,0.1691,1.16237e-07,9.52476e-05
2.32e-06,1.50909,0.1692,1.16237e-07,9.86802e-05
2.32e-06,1.50955,0.1693,1.16237e-07,0.00010311
2.32e-06,1.50999,0.1694,1.16237e-07,0.000101336
2.32e-06,1.51045,0.1695,1.16237e-07,0.00010138
2.32e-06,1.51091,0.1696,1.16237e-07,9.81954e-05
2.32e-06,1.51136,0.1697,1.16237e-07,9.89618e-05
2.32e-06,1.51181,0.1698,1.16237e-07,0.000101129
2.32e-06,1.51227,0.1699,1.16237e-07,0.000101695
2.32e-06,1.51273,0.17,1.16237e-07,0.000102239
2.32e-06,1.51318,0.1701,1.16237e-07,0.000102453
2.32e-06,1.51363,0.1702,1.16237e-07,9.83876e-05
2.34e-06,1.51409,0.1703,1.13725e-07,9.72031e-05
2.34e-06,1.51453,0.1704,1.13725e-07,9.90533e-05
2.34e-06,1.515,0.1705,1.13725e-07,9.74246e-05
2.34e-06,1.51545,0.1706,1.13725e-07,9.65338e-05
2.34e-06,1.5159,0.1707,1.13725e-07,9.29181e-05
2.38e-06,1.51637,0.1708,1.0729e-07,9.28104e-05
2.38e-06,1.51682,0.1709,1.0729e-07,9.21737e-05
2.38e-06,1.51727,0.171,1.0729e-07,8.74859e-05
2.38e-06,1.51773,0.1711,1.0729e-07,8.91995e-05
2.38e-06,1.51819,0.1712,1.0729e-07,8.97459e-05
2.38e-06,1.51865,0.1713,1.0729e-07,8.72958e-05
2.38e-06,1.51911,0.1714,1.0729e-07,8.78262e-05
2.38e-06,1.51956,0.1715,1.0729e-07,8.53099e-05
2.39e-06,1.52003,0.1716,1.05883e-07,8.2584e-05
2.39e-06,1.52048,0.1717,1.05883e-07,8.27849e-05
2.39e-06,1.52095,0.1718,1.05883e-07,8.39471e-05
2.39e-06,1.5214,0.1719,1.05883e-07,8.33073e-05
2.39e-06,1.52186,0.172,1.05883e-07,8.55888e-05
2.39e-06,1.52232,0.1721,1.05883e-07,8.63739e-05
2.42e-06,1.52279,0.1722,1.0729e-07,8.51535e-05
2.42e-06,1.52324,0.1723,1.0729e-07,8.54426e-05
2.42e-06,1.52369,0.1724,1.0729e-07,8.37888e-05
2.42e-06,1.52415,0.1725,1.0729e-07,8.24729e-05
2.42e-06,1.52461,0.1726,1.0729e-07,8.12958e-05
2.42e-06,1.52508,0.1727,1.0729e-07,8.15162e-05
2.42e-06,1.52554,0.1728,1.0729e-07,8.19654e-05
2.42e-06,1.526,0.1729,1.0729e-07,8.17455e-05
2.42e-06,1.52646,0.173,1.0729e-07,8.27453e-05
2.42e-06,1.52693,0.1731,1.0729e-07,8.34639e-05
2.42e-06,1.5274,0.1732,1.0729e-07,8.32006e-05
2.42e-06,1.52787,0.1733,1.0729e-07,7.81601e-05
2.42e-06,1.52834,0.1734,1.0729e-07,8.04266e-05
2.42e-06,1.5288,0.1735,1.0729e-07,7.95683e-05
2.42e-06,1.52926,0.1736,1.0729e-07,8.22469e-05
2.42e-06,1.52973,0.1737,1.0729e-07,8.07768e-05
2.42e-06,1.53019,0.1738,1.0729e-07,8.07905e-05
2.42e-06,1.53066,0.1739,1.0729e-07,7.92247e-05
2.42e-06,1.53113,0.174,1.0729e-07,7.70289e-05
2.42e-06,1.5316,0.1741,1.0729e-07,7.45028e-05
2.42e-06,1.53207,0.1742,1.0729e-07,7.42885e-05
2.42e-06,1.53253,0.1743,1.0729e-07,7.31065e-05
2.42e-06,1.53299,0.1744,1.0729e-07,7.1433e-05
2.42e-06,1.53346,0.1745,1.0729e-07,6.9896e-05
2.42e-06,1.53393,0.1746,1.0729e-07,7.14641e-05
2.42e-06,1.5344,0.1747,1.0729e-07,7.21334e-05
2.42e-06,1.53487,0.1748,1.0729e-07,7.14524e-05
2.42e-06,1.53534,0.1749,1.0729e-07,7.6184e-05
2.42e-06,1.53581,0.175,1.0729e-07,7.64373e-05
2.42e-06,1.53628,0.1751,1.0729e-07,8.13504e-05
2.42e-06,1.53675,0.1752,1.0729e-07,8.0794e-05
2.42e-06,1.53722,0.1753,1.0729e-07,7.75808e-05
2.42e-06,1.53769,0.1754,1.0729e-07,7.7219e-05
2.42e-06,1.53817,0.1755,1.0729e-07,7.81992e-05
2.42e-06,1.53864,0.1756,1.0729e-07,7.69589e-05
2.42e-06,1.53911,0.1757,1.0729e-07,7.57452e-05
2.42e-06,1.53957,0.1758,1.0729e-07,7.76717e-05
2.42e-06,1.54005,0.1759,1.0729e-07,8.16388e-05
2.42e-06,1.54053,0.176,1.0729e-07,7.96409e-05
2.43e-06,1.541,0.1761,1.0651e-07,7.75027e-05
2.43e-06,1.54146,0.1762,1.0651e-07,7.70923e-05
2.43e-06,1.54193,0.1763,1.0651e-07,7.88078e-05
2.46e-06,1.54239,0.1764,1.31825e-07,7.76202e-05
2.46e-06,1.54287,0.1765,1.31825e-07,7.3733e-05
2.46e-06,1.54335,0.1766,1.31825e-07,7.19946e-05
2.46e-06,1.54382,0.1767,1.31825e-07,7.42099e-05
2.46e-06,1.54428,0.1768,1.31825e-07,7.42997e-05
2.46e-06,1.54475,0.1769,1.31825e-07,7.46696e-05
2.46e-06,1.54523,0.177,1.31825e-07,7.19846e-05
2.46e-06,1.54571,0.1771,1.31825e-07,7.5602e-05
2.46e-06,1.54619,0.1772,1.31825e-07,7.5828e-05
2.46e-06,1.54667,0.1773,1.31825e-07,7.46853e-05
2.46e-06,1.54715,0.1774,1.31825e-07,7.28537e-05
2.46e-06,1.54763,0.1775,1.31825e-07,7.11407e-05
2.47e-06,1.5481,0.1776,1.28279e-07,7.15728e-05
2.48e-06,1.54858,0.1777,1.28927e-07,7.25787e-05
2.48e-06,1.54905,0.1778,1.28927e-07,7.16326e-05
2.48e-06,1.54953,0.1779,1.28927e-07,7.27469e-05
2.48e-06,1.55,0.178,1.28927e-07,7.40188e-05
2.48e-06,1.55048,0.1781,1.28927e-07,7.13645e-05
2.48e-06,1.55095,0.1782,1.28927e-07,7.00825e-05
2.49e-06,1.55143,0.1783,1.26886e-07,7.02503e-05
2.49e-06,1.55191,0.1784,1.26886e-07,6.87378e-05
2.49e-06,1.55239,0.1785,1.26886e-07,6.74627e-05
2.49e-06,1.55286,0.1786,1.26886e-07,6.83138e-05
2.49e-06,1.55333,0.1787,1.26886e-07,6.60008e-05
2.49e-06,1.55381,0.1788,1.26886e-07,6.86901e-05
2.49e-06,1.5543,0.1789,1.26886e-07,7.23694e-05
2.49e-06,1.55478,0.179,1.26886e-07,7.57782e-05
2.49e-06,1.55526,0.1791,1.26886e-07,7.31551e-05
2.49e-06,1.55574,0.1792,1.26886e-07,7.33757e-05
2.49e-06,1.55622,0.1793,1.26886e-07,7.3431e-05
2.49e-06,1.55671,0.1794,1.26886e-07,7.46555e-05
2.49e-06,1.55719,0.1795,1.26886e-07,7.43184e-05
2.49e-06,1.55768,0.1796,1.26886e-07,7.31057e-05
2.5e-06,1.55816,0.1797,1.23828e-07,7.11056e-05
2.53e-06,1.55865,0.1798,1.19304e-07,7.18556e-05
2.53e-06,1.55913,0.1799,1.19304e-07,7.62751e-05
2.53e-06,1.55961,0.18,1.19304e-07,7.50081e-05
2.53e-06,1.56009,0.1801,1.19304e-07,7.37933e-05
2.53e-06,1.56057,0.1802,1.19304e-07,7.25481e-05
2.53e-06,1.56105,0.1803,1.19304e-07,7.51768e-05
2.53e-06,1.56154,0.1804,1.19304e-07,7.24768e-05
2.53e-06,1.56202,0.1805,1.19304e-07,7.33371e-05
2.53e-06,1.56251,0.1806,1.19304e-07,7.22042e-05
2.53e-06,1.56299,0.1807,1.19304e-07,7.22526e-05
2.53e-06,1.56347,0.1808,1.19304e-07,7.10407e-05
2.53e-06,1.56396,0.1809,1.19304e-07,7.01902e-05
2.54e-06,1.56444,0.181,1.15662e-07,7.00071e-05
2.54e-06,1.56493,0.1811,1.15662e-07,7.05542e-05
2.54e-06,1.56542,0.1812,1.15662e-07,7.00167e-05
2.54e-06,1.56591,0.1813,1.15662e-07,6.84949e-05
2.54e-06,1.56639,0.1814,1.15662e-07,6.81828e-05
2.54e-06,1.56688,0.1815,1.15662e-07,6.58289e-05
2.54e-06,1.56736,0.1816,1.15662e-07,6.75023e-05
2.54e-06,1.56785,0.1817,1.15662e-07,7.04123e-05
2.54e-06,1.56833,0.1818,1.15662e-07,7.0019e-05
2.54e-06,1.56881,0.1819,1.15662e-07,7.13746e-05
2.54e-06,1.5693,0.182,1.15662e-07,7.39189e-05
2.55e-06,1.5698,0.1821,1.13774e-07,7.4072e-05
2.55e-06,1.5703,0.1822,1.13774e-07,7.50881e-05
2.57e-06,1.57079,0.1823,1.10604e-07,7.72845e-05
2.57e-06,1.57128,0.1824,1.10604e-07,7.80171e-05
2.57e-06,1.57176,0.1825,1.10604e-07,7.84602e-05
2.57e-06,1.57225,0.1826,1.10604e-07,7.96771e-05
2.57e-06,1.57275,0.1827,1.10604e-07,8.26136e-05
2.57e-06,1.57325,0.1828,1.10604e-07,8.34006e-05
2.57e-06,1.57373,0.1829,1.10604e-07,8.6042e-05
2.57e-06,1.57422,0.183,1.10604e-07,8.76743e-05
2.57e-06,1.57472,0.1831,1.10604e-07,8.52767e-05
2.57e-06,1.57521,0.1832,1.10604e-07,8.4307e-05
2.57e-06,1.5757,0.1833,1.10604e-07,8.46069e-05
2.57e-06,1.57621,0.1834,1.10604e-07,8.54374e-05
2.57e-06,1.5767,0.1835,1.10604e-07,8.63867e-05
2.57e-06,1.5772,0.1836,1.10604e-07,8.86121e-05
2.57e-06,1.57769,0.1837,1.10604e-07,8.76204e-05
2.6e-06,1.57819,0.1838,1.39044e-07,8.86792e-05
2.6e-06,1.57869,0.1839,1.39044e-07,9.06373e-05
2.61e-06,1.57919,0.184,1.378e-07,9.30711e-05
2.61e-06,1.57968,0.1841,1.378e-07,9.49526e-05
2.61e-06,1.58018,0.1842,1.378e-07,9.29612e-05
2.61e-06,1.58067,0.1843,1.378e-07,9.0701e-05
2.61e-06,1.58116,0.1844,1.378e-07,9.02989e-05
2.61e-06,1.58166,0.1845,1.378e-07,8.77503e-05
2.61e-06,1.58217,0.1846,1.378e-07,8.50777e-05
2.61e-06,1.58266,0.1847,1.378e-07,8.34433e-05
2.61e-06,1.58315,0.1848,1.378e-07,8.48142e-05
2.61e-06,1.58365,0.1849,1.378e-07,8.45117e-05
2.61e-06,1.58414,0.185,1.378e-07,8.64073e-05
2.63e-06,1.58464,0.1851,1.32539e-07,8.80909e-05
2.65e-06,1.58514,0.1852,1.30171e-07,8.8041e-05
2.65e-06,1.58564,0.1853,1.30171e-07,8.61555e-05
2.65e-06,1.58615,0.1854,1.30171e-07,8.63385e-05
2.65e-06,1.58665,0.1855,1.30171e-07,8.66032e-05
2.67e-06,1.58715,0.1856,1.2741e-07,8.51541e-05
2.67e-06,1.58765,0.1857,1.2741e-07,8.58034e-05
2.67e-06,1.58815,0.1858,1.2741e-07,8.71882e-05
2.67e-06,1.58865,0.1859,1.2741e-07,8.91696e-05
2.67e-06,1.58916,0.186,1.2741e-07,8.8825e-05
2.67e-06,1.58967,0.1861,1.2741e-07,9.1858e-05
2.67e-06,1.59017,0.1862,1.2741e-07,9.09432e-05
2.67e-06,1.59067,0.1863,1.2741e-07,9.44981e-05
2.67e-06,1.59116,0.1864,1.2741e-07,9.16758e-05
2.67e-06,1.59166,0.1865,1.2741e-07,9.00623e-05
2.67e-06,1.59216,0.1866,1.2741e-07,9.05661e-05
2.67e-06,1.59267,0.1867,1.2741e-07,8.9212e-05
2.67e-06,1.59317,0.1868,1.2741e-07,8.86541e-05
2.67e-06,1.59368,0.1869,1.2741e-07,9.27817e-05
2.67e-06,1.59419,0.187,1.2741e-07,9.23935e-05
2.67e-06,1.59469,0.1871,1.2741e-07,9.40095e-05
2.67e-06,1.59518,0.1872,1.2741e-07,9.40236e-05
2.67e-06,1.59569,0.1873,1.2741e-07,9.43216e-05
2.67e-06,1.5962,0.1874,1.2741e-07,9.34077e-05
2.67e-06,1.5967,0.1875,1.2741e-07,9.6211e-05
2.67e-06,1.5972,0.1876,1.2741e-07,9.51846e-05
2.67e-06,1.59771,0.1877,1.2741e-07,9.50257e-05
2.67e-06,1.59821,0.1878,1.2741e-07,9.48361e-05
2.67e-06,1.59873,0.1879,1.2741e-07,9.37728e-05
2.68e-06,1.59925,0.188,1.27192e-07,9.55365e-05
2.68e-06,1.59976,0.1881,1.27192e-07,9.55109e-05
2.68e-06,1.60027,0.1882,1.27192e-07,9.67362e-05
2.68e-06,1.60078,0.1883,1.27192e-07,9.89411e-05
2.68e-06,1.60128,0.1884,1.27192e-07,0.000100673
2.68e-06,1.60179,0.1885,1.27192e-07,9.73088e-05
2.68e-06,1.60229,0.1886,1.27192e-07,9.8719e-05
2.68e-06,1.60279,0.1887,1.27192e-07,9.53823e-05
2.68e-06,1.60329,0.1888,1.27192e-07,9.41299e-05
2.68e-06,1.60381,0.1889,1.27192e-07,9.62572e-05
2.69e-06,1.60433,0.189,1.26886e-07,9.74337e-05
2.69e-06,1.60483,0.1891,1.26886e-07,0.000100333
2.7e-06,1.60535,0.1892,1.2561e-07,0.000100567
2.7e-06,1.60586,0.1893,1.2561e-07,0.000107137
2.7e-06,1.60636,0.1894,1.2561e-07,0.000106914
2.7e-06,1.60688,0.1895,1.2561e-07,0.000109932
2.7e-06,1.6074,0.1896,1.2561e-07,0.000107828
2.7e-06,1.6079,0.1897,1.2561e-07,0.000108783
2.7e-06,1.60842,0.1898,1.2561e-07,0.000110753
2.7e-06,1.60892,0.1899,1.2561e-07,0.000109271
2.7e-06,1.60943,0.19,1.2561e-07,0.000106997
2.7e-06,1.60995,0.1901,1.2561e-07,0.000105569
2.73e-06,1.61047,0.1902,1.29142e-07,0.000103163
2.73e-06,1.61097,0.1903,1.29142e-07,0.000105822
2.73e-06,1.61148,0.1904,1.29142e-07,0.000108663
2.73e-06,1.61199,0.1905,1.29142e-07,0.000108585
2.73e-06,1.6125,0.1906,1.29142e-07,0.000106438
2.73e-06,1.61302,0.1907,1.29142e-07,0.000107726
2.73e-06,1.61352,0.1908,1.29142e-07,0.000104995
2.73e-06,1.61403,0.1909,1.29142e-07,0.000109646
2.75e-06,1.61455,0.191,1.47761e-07,0.000112403
2.75e-06,1.61506,0.1911,1.47761e-07,0.000112086
2.75e-06,1.61557,0.1912,1.47761e-07,0.000110612
2.75e-06,1.61609,0.1913,1.47761e-07,0.000111784
2.77e-06,1.6166,0.1914,1.52789e-07,0.000114145
2.77e-06,1.61712,0.1915,1.52789e-07,0.000116678
2.77e-06,1.61763,0.1916,1.52789e-07,0.000119022
2.77e-06,1.61815,0.1917,1.52789e-07,0.000118363
2.77e-06,1.61868,0.1918,1.52789e-07,0.000119444
2.77e-06,1.61921,0.1919,1.52789e-07,0.000116859
2.77e-06,1.61973,0.192,1.52789e-07,0.000122745
2.77e-06,1.62025,0.1921,1.52789e-07,0.000124206
2.77e-06,1.62077,0.1922,1.52789e-07,0.000125631
2.77e-06,1.62129,0.1923,1.52789e-07,0.00012559
2.77e-06,1.62181,0.1924,1.52789e-07,0.000123649
2.77e-06,1.62232,0.1925,1.52789e-07,0.000123299
2.77e-06,1.62285,0.1926,1.52789e-07,0.000121595
2.77e-06,1.62336,0.1927,1.52789e-07,0.000122329
2.79e-06,1.62389,0.1928,1.48661e-07,0.000121214
2.79e-06,1.62441,0.1929,1.48661e-07,0.000120702
2.79e-06,1.62492,0.193,1.48661e-07,0.00011791
