Smax_mean,<S^2>_mean,c,dev_Smax_mean,dev_<S^2>_mean
4.3e-07,1.01112,0.0055,1.52753e-08,1e-06
4.3e-07,1.01133,0.0056,1.52753e-08,1.33333e-06
4.3e-07,1.01153,0.0057,1.52753e-08,1.49071e-06
4.3e-07,1.01174,0.0058,1.52753e-08,1.52753e-06
4.3e-07,1.01194,0.0059,1.52753e-08,1.49071e-06
4.3e-07,1.01215,0.006,1.52753e-08,1.66667e-06
4.3e-07,1.01235,0.0061,1.52753e-08,1.49071e-06
4.3e-07,1.01256,0.0062,1.52753e-08,2.23607e-06
4.3e-07,1.01276,0.0063,1.52753e-08,1.49071e-06
4.3e-07,1.01296,0.0064,1.52753e-08,2.21108e-06
4.3e-07,1.01317,0.0065,1.52753e-08,1.79505e-06
4.3e-07,1.01337,0.0066,1.52753e-08,1.66667e-06
4.3e-07,1.01358,0.0067,1.52753e-08,2.10819e-06
4.3e-07,1.01379,0.0068,1.52753e-08,1.52753e-06
4.3e-07,1.01399,0.0069,1.52753e-08,2e-06
4.4e-07,1.0142,0.007,1.63299e-08,2.21108e-06
4.4e-07,1.0144,0.0071,1.63299e-08,1.63299e-06
4.4e-07,1.01461,0.0072,1.63299e-08,2.13437e-06
4.4e-07,1.01481,0.0073,1.63299e-08,1.63299e-06
4.4e-07,1.01502,0.0074,1.63299e-08,2.10819e-06
4.5e-07,1.01523,0.0075,1.66667e-08,1.63299e-06
4.5e-07,1.01543,0.0076,1.66667e-08,1.79505e-06
4.6e-07,1.01564,0.0077,1.63299e-08,1.52753e-06
4.7e-07,1.01584,0.0078,1.52753e-08,1.63299e-06
4.7e-07,1.01605,0.0079,1.52753e-08,1.79505e-06
4.7e-07,1.01626,0.008,1.52753e-08,1.52753e-06
4.8e-07,1.01646,0.0081,2e-08,2.13437e-06
4.8e-07,1.01667,0.0082,2e-08,1.79505e-06
4.8e-07,1.01688,0.0083,2e-08,1.33333e-06
4.8e-07,1.01709,0.0084,2e-08,1.66667e-06
4.9e-07,1.01729,0.0085,1.79505e-08,1.79505e-06
5e-07,1.0175,0.0086,1.49071e-08,1.79505e-06
5e-07,1.01771,0.0087,1.49071e-08,1.52753e-06
5e-07,1.01791,0.0088,1.49071e-08,1e-06
5e-07,1.01812,0.0089,1.49071e-08,1.79505e-06
5e-07,1.01833,0.009,1.49071e-08,1.52753e-06
5e-07,1.01853,0.0091,1.49071e-08,1.66667e-06
5e-07,1.01874,0.0092,1.49071e-08,7.40149e-17
5e-07,1.01895,0.0093,1.49071e-08,1.52753e-06
5e-07,1.01916,0.0094,1.49071e-08,1.52753e-06
5e-07,1.01936,0.0095,1.49071e-08,1.63299e-06
5e-07,1.01957,0.0096,1.49071e-08,1.33333e-06
5e-07,1.01978,0.0097,1.49071e-08,1.79505e-06
5e-07,1.01999,0.0098,1.49071e-08,1.79505e-06
5e-07,1.0202,0.0099,1.49071e-08,1.79505e-06
5e-07,1.02041,0.01,1.49071e-08,2.13437e-06
5e-07,1.02061,0.0101,1.49071e-08,1.63299e-06
5e-07,1.02082,0.0102,1.49071e-08,1.79505e-06
5e-07,1.02103,0.0103,1.49071e-08,1.49071e-06
5e-07,1.02124,0.0104,1.49071e-08,2e-06
5e-07,1.02145,0.0105,1.49071e-08,2e-06
5.1e-07,1.02166,0.0106,1e-08,2e-06
5.1e-07,1.02187,0.0107,1e-08,1.63299e-06
5.1e-07,1.02207,0.0108,1e-08,2.66667e-06
5.1e-07,1.02228,0.0109,1e-08,2.60342e-06
5.1e-07,1.02249,0.011,1e-08,2.49444e-06
5.1e-07,1.0227,0.0111,1e-08,1.79505e-06
5.1e-07,1.02291,0.0112,1e-08,1.49071e-06
5.1e-07,1.02312,0.0113,1e-08,1.79505e-06
5.1e-07,1.02333,0.0114,1e-08,1.79505e-06
5.1e-07,1.02354,0.0115,1e-08,1.79505e-06
5.1e-07,1.02374,0.0116,1e-08,2.68742e-06
5.1e-07,1.02396,0.0117,1e-08,2.13437e-06
5.1e-07,1.02416,0.0118,1e-08,2.21108e-06
5.1e-07,1.02438,0.0119,1e-08,2.68742e-06
5.1e-07,1.02458,0.012,1e-08,2.21108e-06
5.1e-07,1.02479,0.0121,1e-08,2.60342e-06
5.1e-07,1.025,0.0122,1e-08,2.13437e-06
5.1e-07,1.02521,0.0123,1e-08,2.21108e-06
5.1e-07,1.02542,0.0124,1e-08,2.21108e-06
5.1e-07,1.02563,0.0125,1e-08,2.23607e-06
5.1e-07,1.02585,0.0126,1e-08,2.23607e-06
5.1e-07,1.02606,0.0127,1e-08,2.66667e-06
5.1e-07,1.02627,0.0128,1e-08,2.90593e-06
5.1e-07,1.02648,0.0129,1e-08,2.90593e-06
5.1e-07,1.02669,0.013,1e-08,2.90593e-06
5.1e-07,1.0269,0.0131,1e-08,3.4801e-06
5.1e-07,1.02711,0.0132,1e-08,3.65148e-06
5.1e-07,1.02732,0.0133,1e-08,3.4801e-06
5.1e-07,1.02753,0.0134,1e-08,3.66667e-06
5.1e-07,1.02774,0.0135,1e-08,3.66667e-06
5.1e-07,1.02795,0.0136,1e-08,3.41565e-06
5.1e-07,1.02816,0.0137,1e-08,4.01386e-06
5.1e-07,1.02838,0.0138,1e-08,3.8873e-06
5.1e-07,1.02859,0.0139,1e-08,3.4801e-06
5.2e-07,1.0288,0.014,1.33333e-08,3.26599e-06
5.2e-07,1.02901,0.0141,1.33333e-08,3.33333e-06
5.2e-07,1.02922,0.0142,1.33333e-08,3.33333e-06
5.2e-07,1.02943,0.0143,1.33333e-08,4.22953e-06
5.2e-07,1.02965,0.0144,1.33333e-08,3.71184e-06
5.2e-07,1.02986,0.0145,1.33333e-08,4.42217e-06
5.2e-07,1.03007,0.0146,1.33333e-08,4.52155e-06
5.2e-07,1.03028,0.0147,1.33333e-08,4.33333e-06
5.2e-07,1.03049,0.0148,1.33333e-08,4.76095e-06
5.2e-07,1.0307,0.0149,1.33333e-08,4.76095e-06
5.2e-07,1.03092,0.015,1.33333e-08,4.22953e-06
5.2e-07,1.03113,0.0151,1.33333e-08,5.04425e-06
5.2e-07,1.03134,0.0152,1.33333e-08,4.81894e-06
5.2e-07,1.03156,0.0153,1.33333e-08,4.72582e-06
5.2e-07,1.03177,0.0154,1.33333e-08,4.66667e-06
5.2e-07,1.03198,0.0155,1.33333e-08,4.06885e-06
5.2e-07,1.03219,0.0156,1.33333e-08,5.38516e-06
5.2e-07,1.03241,0.0157,1.33333e-08,4.72582e-06
5.2e-07,1.03262,0.0158,1.33333e-08,4.42217e-06
5.2e-07,1.03283,0.0159,1.33333e-08,4.06885e-06
5.2e-07,1.03305,0.016,1.33333e-08,4.42217e-06
5.2e-07,1.03326,0.0161,1.33333e-08,3.78594e-06
5.2e-07,1.03347,0.0162,1.33333e-08,4.28174e-06
5.2e-07,1.03369,0.0163,1.33333e-08,4e-06
5.2e-07,1.0339,0.0164,1.33333e-08,4.16333e-06
5.2e-07,1.03412,0.0165,1.33333e-08,4.01386e-06
5.2e-07,1.03433,0.0166,1.33333e-08,4.89898e-06
5.2e-07,1.03455,0.0167,1.33333e-08,4.53382e-06
5.3e-07,1.03476,0.0168,1.52753e-08,4.72582e-06
5.3e-07,1.03497,0.0169,1.52753e-08,4.89898e-06
5.4e-07,1.03519,0.017,1.63299e-08,4.98888e-06
5.4e-07,1.0354,0.0171,1.63299e-08,5.25991e-06
5.4e-07,1.03561,0.0172,1.63299e-08,5.58768e-06
5.5e-07,1.03583,0.0173,1.66667e-08,4.89898e-06
5.5e-07,1.03604,0.0174,1.66667e-08,4.94413e-06
5.5e-07,1.03626,0.0175,1.66667e-08,4.81894e-06
5.5e-07,1.03647,0.0176,1.66667e-08,5.66667e-06
5.5e-07,1.03669,0.0177,1.66667e-08,4.52155e-06
5.5e-07,1.0369,0.0178,1.66667e-08,5.37484e-06
5.5e-07,1.03711,0.0179,1.66667e-08,5.41603e-06
5.5e-07,1.03733,0.018,1.66667e-08,6.40312e-06
5.5e-07,1.03755,0.0181,1.66667e-08,5.42627e-06
5.5e-07,1.03776,0.0182,1.66667e-08,6.1101e-06
5.5e-07,1.03798,0.0183,1.66667e-08,5.81187e-06
5.6e-07,1.03819,0.0184,1.63299e-08,5.16398e-06
5.6e-07,1.0384,0.0185,1.63299e-08,5.42627e-06
5.6e-07,1.03862,0.0186,1.63299e-08,4.89898e-06
5.6e-07,1.03884,0.0187,1.63299e-08,5.73488e-06
5.6e-07,1.03905,0.0188,1.63299e-08,4.72582e-06
5.6e-07,1.03927,0.0189,1.63299e-08,5.57773e-06
5.6e-07,1.03948,0.019,1.63299e-08,4.77261e-06
5.6e-07,1.0397,0.0191,1.63299e-08,5.37484e-06
5.6e-07,1.03991,0.0192,1.63299e-08,5.41603e-06
5.6e-07,1.04013,0.0193,1.63299e-08,5.33333e-06
5.6e-07,1.04035,0.0194,1.63299e-08,6.46357e-06
5.6e-07,1.04057,0.0195,1.63299e-08,6e-06
5.6e-07,1.04078,0.0196,1.63299e-08,5.58768e-06
5.6e-07,1.041,0.0197,1.63299e-08,6.1101e-06
5.6e-07,1.04122,0.0198,1.63299e-08,5.82142e-06
5.6e-07,1.04143,0.0199,1.63299e-08,6.99206e-06
5.6e-07,1.04165,0.02,1.63299e-08,6.63325e-06
5.6e-07,1.04186,0.0201,1.63299e-08,7.33333e-06
5.6e-07,1.04208,0.0202,1.63299e-08,7.33333e-06
5.6e-07,1.0423,0.0203,1.63299e-08,8.02773e-06
5.6e-07,1.04252,0.0204,1.63299e-08,7.60847e-06
5.6e-07,1.04273,0.0205,1.63299e-08,7e-06
5.6e-07,1.04295,0.0206,1.63299e-08,7.2188e-06
5.6e-07,1.04317,0.0207,1.63299e-08,7.42369e-06
5.7e-07,1.04339,0.0208,1.52753e-08,7.03167e-06
5.7e-07,1.0436,0.0209,1.52753e-08,6.86375e-06
5.7e-07,1.04382,0.021,1.52753e-08,6.66667e-06
5.7e-07,1.04404,0.0211,1.52753e-08,6.67499e-06
5.7e-07,1.04425,0.0212,1.52753e-08,6.86375e-06
5.7e-07,1.04447,0.0213,1.52753e-08,7.11805e-06
5.7e-07,1.04469,0.0214,1.52753e-08,6.1101e-06
5.7e-07,1.04491,0.0215,1.52753e-08,6.53197e-06
5.7e-07,1.04512,0.0216,1.52753e-08,7e-06
5.7e-07,1.04534,0.0217,1.52753e-08,7e-06
5.8e-07,1.04556,0.0218,1.33333e-08,6.57436e-06
5.8e-07,1.04578,0.0219,1.33333e-08,6.63325e-06
5.8e-07,1.046,0.022,1.33333e-08,6.57436e-06
5.8e-07,1.04622,0.0221,1.33333e-08,7.46101e-06
5.8e-07,1.04644,0.0222,1.33333e-08,7.49074e-06
5.9e-07,1.04665,0.0223,1.79505e-08,6.1554e-06
5.9e-07,1.04687,0.0224,1.79505e-08,6.18241e-06
5.9e-07,1.04709,0.0225,1.79505e-08,7.11805e-06
5.9e-07,1.04731,0.0226,1.79505e-08,6.40312e-06
5.9e-07,1.04753,0.0227,1.79505e-08,6.22718e-06
5.9e-07,1.04775,0.0228,1.79505e-08,6.22718e-06
5.9e-07,1.04797,0.0229,1.79505e-08,6.9602e-06
5.9e-07,1.04819,0.023,1.79505e-08,6.57436e-06
5.9e-07,1.04841,0.0231,1.79505e-08,7.45356e-06
5.9e-07,1.04863,0.0232,1.79505e-08,7.81025e-06
5.9e-07,1.04885,0.0233,1.79505e-08,6.74125e-06
5.9e-07,1.04907,0.0234,1.79505e-08,6.83943e-06
5.9e-07,1.04929,0.0235,1.79505e-08,7.02377e-06
5.9e-07,1.04951,0.0236,1.79505e-08,7.34091e-06
5.9e-07,1.04973,0.0237,1.79505e-08,6.86375e-06
5.9e-07,1.04995,0.0238,1.79505e-08,6.19139e-06
5.9e-07,1.05017,0.0239,1.79505e-08,6.86375e-06
6.1e-07,1.0504,0.024,2.33333e-08,6.50641e-06
6.1e-07,1.05062,0.0241,2.33333e-08,6.35959e-06
6.1e-07,1.05083,0.0242,2.33333e-08,6.35959e-06
6.1e-07,1.05106,0.0243,2.33333e-08,6.53197e-06
6.1e-07,1.05128,0.0244,2.33333e-08,7.27247e-06
6.1e-07,1.0515,0.0245,2.33333e-08,7.52034e-06
6.1e-07,1.05172,0.0246,2.33333e-08,7.52034e-06
6.1e-07,1.05194,0.0247,2.33333e-08,7.37111e-06
6.2e-07,1.05216,0.0248,2.90593e-08,7.81025e-06
6.3e-07,1.05238,0.0249,2.60342e-08,8.30662e-06
6.3e-07,1.05261,0.025,2.60342e-08,8.46562e-06
6.3e-07,1.05283,0.0251,2.60342e-08,9.19541e-06
6.3e-07,1.05305,0.0252,2.60342e-08,9.63789e-06
6.3e-07,1.05327,0.0253,2.60342e-08,9e-06
6.3e-07,1.05349,0.0254,2.60342e-08,1.01105e-05
6.3e-07,1.05371,0.0255,2.60342e-08,8.91939e-06
6.4e-07,1.05393,0.0256,2.21108e-08,8.95048e-06
6.4e-07,1.05415,0.0257,2.21108e-08,9.21954e-06
6.5e-07,1.05438,0.0258,2.23607e-08,9.04311e-06
6.5e-07,1.0546,0.0259,2.23607e-08,8.91939e-06
6.5e-07,1.05482,0.026,2.23607e-08,8.95048e-06
6.5e-07,1.05505,0.0261,2.23607e-08,9.33928e-06
6.6e-07,1.05527,0.0262,2.21108e-08,9.97775e-06
6.6e-07,1.05549,0.0263,2.21108e-08,9.77525e-06
6.6e-07,1.05571,0.0264,2.21108e-08,9.86577e-06
6.6e-07,1.05594,0.0265,2.21108e-08,9.68389e-06
6.6e-07,1.05616,0.0266,2.21108e-08,1.00885e-05
6.6e-07,1.05638,0.0267,2.21108e-08,9.07377e-06
6.6e-07,1.05661,0.0268,2.21108e-08,9.91071e-06
6.6e-07,1.05683,0.0269,2.21108e-08,9.86577e-06
6.6e-07,1.05705,0.027,2.21108e-08,9.63789e-06
6.7e-07,1.05728,0.0271,2.13437e-08,9.45163e-06
6.7e-07,1.0575,0.0272,2.13437e-08,1.0328e-05
6.7e-07,1.05772,0.0273,2.13437e-08,1.00056e-05
6.7e-07,1.05795,0.0274,2.13437e-08,9.89388e-06
6.7e-07,1.05817,0.0275,2.13437e-08,1.02686e-05
6.7e-07,1.05839,0.0276,2.13437e-08,1.05462e-05
6.7e-07,1.05862,0.0277,2.13437e-08,1.07961e-05
6.9e-07,1.05884,0.0278,2.33333e-08,1.05198e-05
6.9e-07,1.05907,0.0279,2.33333e-08,1.0873e-05
6.9e-07,1.05929,0.028,2.33333e-08,1.02686e-05
6.9e-07,1.05951,0.0281,2.33333e-08,1.05462e-05
6.9e-07,1.05974,0.0282,2.33333e-08,1.02415e-05
6.9e-07,1.05996,0.0283,2.33333e-08,1.1e-05
6.9e-07,1.06018,0.0284,2.33333e-08,1.04563e-05
6.9e-07,1.06041,0.0285,2.33333e-08,1.14504e-05
6.9e-07,1.06064,0.0286,2.33333e-08,1.11754e-05
6.9e-07,1.06086,0.0287,2.33333e-08,1.06249e-05
6.9e-07,1.06109,0.0288,2.33333e-08,1.06249e-05
6.9e-07,1.06131,0.0289,2.33333e-08,1.03763e-05
6.9e-07,1.06154,0.029,2.33333e-08,1.0651e-05
6.9e-07,1.06176,0.0291,2.33333e-08,1.06249e-05
6.9e-07,1.06199,0.0292,2.33333e-08,1.04403e-05
6.9e-07,1.06221,0.0293,2.33333e-08,1.1299e-05
6.9e-07,1.06244,0.0294,2.33333e-08,1.12596e-05
6.9e-07,1.06266,0.0295,2.33333e-08,1.04616e-05
6.9e-07,1.06289,0.0296,2.33333e-08,1.07961e-05
6.9e-07,1.06311,0.0297,2.33333e-08,9.68389e-06
6.9e-07,1.06334,0.0298,2.33333e-08,1.05409e-05
7e-07,1.06357,0.0299,2.10819e-08,1.06249e-05
7e-07,1.06379,0.03,2.10819e-08,1.13333e-05
7e-07,1.06402,0.0301,2.10819e-08,1.11006e-05
7e-07,1.06425,0.0302,2.10819e-08,1.16667e-05
7e-07,1.06447,0.0303,2.10819e-08,1.14552e-05
7e-07,1.0647,0.0304,2.10819e-08,1.1907e-05
7e-07,1.06493,0.0305,2.10819e-08,1.2037e-05
7e-07,1.06515,0.0306,2.10819e-08,1.26886e-05
7e-07,1.06538,0.0307,2.10819e-08,1.18322e-05
7e-07,1.06561,0.0308,2.10819e-08,1.21335e-05
7e-07,1.06583,0.0309,2.10819e-08,1.25433e-05
7e-07,1.06606,0.031,2.10819e-08,1.25433e-05
7e-07,1.06629,0.0311,2.10819e-08,1.21518e-05
7e-07,1.06652,0.0312,2.10819e-08,1.19443e-05
7e-07,1.06674,0.0313,2.10819e-08,1.21838e-05
7e-07,1.06697,0.0314,2.10819e-08,1.14504e-05
7e-07,1.0672,0.0315,2.10819e-08,1.11006e-05
7e-07,1.06743,0.0316,2.10819e-08,1.13578e-05
7e-07,1.06766,0.0317,2.10819e-08,1.09747e-05
7e-07,1.06788,0.0318,2.10819e-08,1.07548e-05
7e-07,1.06811,0.0319,2.10819e-08,1.14504e-05
7e-07,1.06834,0.032,2.10819e-08,1.16857e-05
7e-07,1.06857,0.0321,2.10819e-08,1.13333e-05
7e-07,1.0688,0.0322,2.10819e-08,1.21152e-05
7e-07,1.06902,0.0323,2.10819e-08,1.20416e-05
7e-07,1.06926,0.0324,2.10819e-08,1.29314e-05
7.1e-07,1.06948,0.0325,2.76887e-08,1.27192e-05
7.1e-07,1.06971,0.0326,2.76887e-08,1.24722e-05
7.1e-07,1.06994,0.0327,2.76887e-08,1.15902e-05
7.1e-07,1.07017,0.0328,2.76887e-08,1.22066e-05
7.1e-07,1.0704,0.0329,2.76887e-08,1.29486e-05
7.1e-07,1.07063,0.033,2.76887e-08,1.23873e-05
7.1e-07,1.07086,0.0331,2.76887e-08,1.19443e-05
7.2e-07,1.07109,0.0332,3.26599e-08,1.24052e-05
7.2e-07,1.07132,0.0333,3.26599e-08,1.36789e-05
7.2e-07,1.07155,0.0334,3.26599e-08,1.30852e-05
7.2e-07,1.07178,0.0335,3.26599e-08,1.30852e-05
7.2e-07,1.07201,0.0336,3.26599e-08,1.33542e-05
7.2e-07,1.07223,0.0337,3.26599e-08,1.37639e-05
7.2e-07,1.07246,0.0338,3.26599e-08,1.34205e-05
7.2e-07,1.07269,0.0339,3.26599e-08,1.39244e-05
7.2e-07,1.07293,0.034,3.26599e-08,1.39244e-05
7.2e-07,1.07315,0.0341,3.26599e-08,1.43023e-05
7.2e-07,1.07339,0.0342,3.26599e-08,1.37598e-05
7.2e-07,1.07362,0.0343,3.26599e-08,1.37598e-05
7.3e-07,1.07385,0.0344,3e-08,1.46097e-05
7.3e-07,1.07408,0.0345,3e-08,1.38082e-05
7.3e-07,1.07431,0.0346,3e-08,1.36991e-05
7.3e-07,1.07454,0.0347,3e-08,1.28236e-05
7.4e-07,1.07477,0.0348,3.05505e-08,1.29957e-05
7.5e-07,1.075,0.0349,3.41565e-08,1.29486e-05
7.5e-07,1.07523,0.035,3.41565e-08,1.28927e-05
7.5e-07,1.07547,0.0351,3.41565e-08,1.37598e-05
7.5e-07,1.0757,0.0352,3.41565e-08,1.33375e-05
7.5e-07,1.07593,0.0353,3.41565e-08,1.3536e-05
7.5e-07,1.07616,0.0354,3.41565e-08,1.33998e-05
7.6e-07,1.07639,0.0355,3.05505e-08,1.34164e-05
7.6e-07,1.07662,0.0356,3.05505e-08,1.36667e-05
7.6e-07,1.07685,0.0357,3.05505e-08,1.28279e-05
7.6e-07,1.07708,0.0358,3.05505e-08,1.24766e-05
7.6e-07,1.07731,0.0359,3.05505e-08,1.24766e-05
7.6e-07,1.07755,0.036,3.05505e-08,1.38283e-05
7.6e-07,1.07778,0.0361,3.05505e-08,1.38884e-05
7.6e-07,1.07801,0.0362,3.05505e-08,1.37437e-05
7.7e-07,1.07824,0.0363,3e-08,1.25786e-05
7.7e-07,1.07847,0.0364,3e-08,1.25786e-05
7.7e-07,1.07871,0.0365,3e-08,1.29142e-05
7.7e-07,1.07894,0.0366,3e-08,1.27192e-05
7.7e-07,1.07917,0.0367,3e-08,1.29099e-05
7.7e-07,1.0794,0.0368,3e-08,1.33375e-05
7.7e-07,1.07964,0.0369,3e-08,1.335e-05
7.7e-07,1.07987,0.037,3e-08,1.34536e-05
7.7e-07,1.0801,0.0371,3e-08,1.34825e-05
7.7e-07,1.08034,0.0372,3e-08,1.31867e-05
7.7e-07,1.08057,0.0373,3e-08,1.3233e-05
7.7e-07,1.0808,0.0374,3e-08,1.22972e-05
7.7e-07,1.08103,0.0375,3e-08,1.29314e-05
7.7e-07,1.08127,0.0376,3e-08,1.15902e-05
7.7e-07,1.0815,0.0377,3e-08,1.25433e-05
7.7e-07,1.08174,0.0378,3e-08,1.24766e-05
7.7e-07,1.08197,0.0379,3e-08,1.21518e-05
7.7e-07,1.0822,0.038,3e-08,1.26711e-05
7.7e-07,1.08244,0.0381,3e-08,1.19304e-05
7.7e-07,1.08267,0.0382,3e-08,1.18322e-05
7.7e-07,1.0829,0.0383,3e-08,1.24944e-05
7.8e-07,1.08314,0.0384,2.90593e-08,1.27366e-05
7.8e-07,1.08337,0.0385,2.90593e-08,1.28409e-05
7.8e-07,1.08361,0.0386,2.90593e-08,1.24766e-05
7.8e-07,1.08384,0.0387,2.90593e-08,1.22972e-05
7.8e-07,1.08408,0.0388,2.90593e-08,1.28062e-05
7.9e-07,1.08431,0.0389,2.76887e-08,1.23333e-05
7.9e-07,1.08455,0.039,2.76887e-08,1.31022e-05
7.9e-07,1.08478,0.0391,2.76887e-08,1.26667e-05
7.9e-07,1.08502,0.0392,2.76887e-08,1.28409e-05
7.9e-07,1.08525,0.0393,2.76887e-08,1.25654e-05
7.9e-07,1.08549,0.0394,2.76887e-08,1.23648e-05
7.9e-07,1.08572,0.0395,2.76887e-08,1.31022e-05
7.9e-07,1.08596,0.0396,2.76887e-08,1.37437e-05
7.9e-07,1.08619,0.0397,2.76887e-08,1.43952e-05
7.9e-07,1.08643,0.0398,2.76887e-08,1.3536e-05
7.9e-07,1.08666,0.0399,2.76887e-08,1.35195e-05
7.9e-07,1.0869,0.04,2.76887e-08,1.36463e-05
7.9e-07,1.08714,0.0401,2.76887e-08,1.37598e-05
7.9e-07,1.08737,0.0402,2.76887e-08,1.36789e-05
7.9e-07,1.08761,0.0403,2.76887e-08,1.37275e-05
7.9e-07,1.08785,0.0404,2.76887e-08,1.36667e-05
7.9e-07,1.08808,0.0405,2.76887e-08,1.27584e-05
8e-07,1.08832,0.0406,2.58199e-08,1.35851e-05
8e-07,1.08856,0.0407,2.58199e-08,1.26535e-05
8e-07,1.08879,0.0408,2.58199e-08,1.34205e-05
8e-07,1.08903,0.0409,2.58199e-08,1.29957e-05
8e-07,1.08927,0.041,2.58199e-08,1.249e-05
8e-07,1.0895,0.0411,2.58199e-08,1.28927e-05
8e-07,1.08974,0.0412,2.58199e-08,1.29486e-05
8e-07,1.08998,0.0413,2.58199e-08,1.28625e-05
8e-07,1.09021,0.0414,2.58199e-08,1.22202e-05
8.1e-07,1.09045,0.0415,2.76887e-08,1.32035e-05
8.1e-07,1.09069,0.0416,2.76887e-08,1.21106e-05
8.1e-07,1.09093,0.0417,2.76887e-08,1.14698e-05
8.1e-07,1.09117,0.0418,2.76887e-08,1.16619e-05
8.1e-07,1.09141,0.0419,2.76887e-08,1.10755e-05
8.1e-07,1.09164,0.042,2.76887e-08,1.11355e-05
8.2e-07,1.09188,0.0421,3.26599e-08,1.12546e-05
8.2e-07,1.09212,0.0422,3.26599e-08,1.21518e-05
8.2e-07,1.09236,0.0423,3.26599e-08,1.18509e-05
8.2e-07,1.09259,0.0424,3.26599e-08,1.17426e-05
8.2e-07,1.09283,0.0425,3.26599e-08,1.19257e-05
8.2e-07,1.09307,0.0426,3.26599e-08,1.21518e-05
8.2e-07,1.09331,0.0427,3.26599e-08,1.23333e-05
8.2e-07,1.09355,0.0428,3.26599e-08,1.13578e-05
8.2e-07,1.09379,0.0429,3.26599e-08,1.15518e-05
8.2e-07,1.09402,0.043,3.26599e-08,1.14698e-05
8.2e-07,1.09427,0.0431,3.26599e-08,1.26711e-05
8.2e-07,1.0945,0.0432,3.26599e-08,1.25654e-05
8.2e-07,1.09474,0.0433,3.26599e-08,1.26491e-05
8.2e-07,1.09498,0.0434,3.26599e-08,1.28236e-05
8.2e-07,1.09522,0.0435,3.26599e-08,1.3536e-05
8.2e-07,1.09546,0.0436,3.26599e-08,1.206e-05
8.2e-07,1.0957,0.0437,3.26599e-08,1.29486e-05
8.2e-07,1.09594,0.0438,3.26599e-08,1.33708e-05
